0,1,2,3,4,5,6,7,8
오가닉티코스메틱(경기관련소비재),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"1,606","1,977","2,400","2,996","3,022",,,
영업이익,434,607,610,459,138,,,
영업이익(발표기준),434,607,610,459,138,,,
세전계속사업이익,476,601,623,461,143,,,
당기순이익,334,432,441,318,79,,,
당기순이익(지배),334,432,441,318,79,,,
당기순이익(비지배),,,,,,,,
자산총계,"2,066","2,366","2,724","3,021","3,473",,,
부채총계,275,283,272,255,383,,,
자본총계,"1,791","2,083","2,452","2,766","3,090",,,
자본총계(지배),"1,791","2,083","2,452","2,766","3,090",,,
자본총계(비지배),,,,,,,,
자본금,600,567,564,574,805,,,
영업활동현금흐름,232,378,372,520,317,,,
투자활동현금흐름,-46,-103,-232,-722,-657,,,
재무활동현금흐름,600,-56,-75,-35,355,,,
CAPEX,61,82,4,59,82,,,
FCF,172,296,368,462,235,,,
이자발생부채,86,58,33,42,231,,,
영업이익률,27.03,30.71,25.42,15.32,4.58,,,
순이익률,20.77,21.87,18.36,10.61,2.61,,,
ROE(%),24.55,22.32,19.43,12.19,2.69,,,
ROA(%),20.44,19.51,17.31,11.07,2.43,,,
부채비율,15.38,13.58,11.07,9.21,12.39,,,
자본유보율,198.45,267.53,335.02,381.84,283.99,,,
EPS(원),749,760,774,559,126,,,
PER(배),6.52,3.99,3.42,2.60,4.50,,,
BPS(원),"3,146","3,660","4,308","4,859","3,906",,,
PBR(배),1.55,0.83,0.61,0.30,0.15,,,
현금DPS(원),54,46,123,0,0,,,
현금배당수익률,1.11,1.51,4.64,0.00,0.00,,,
현금배당성향(%),9.34,6.07,15.86,0.00,0.00,,,
발행주식수(보통주),"56,925,000","56,925,000","56,925,000","56,925,000","79,111,060",,,
