0,1,2,3,4,5,6,7,8
상신브레이크(경기관련소비재),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"3,796","3,845","3,787","3,919","3,490",,,
영업이익,309,359,207,157,79,,,
영업이익(발표기준),309,359,207,157,79,,,
세전계속사업이익,280,312,154,128,21,,,
당기순이익,202,241,99,55,-23,,,
당기순이익(지배),195,230,82,41,-27,,,
당기순이익(비지배),7,11,17,14,3,,,
자산총계,"3,531","3,980","4,293","4,523","4,400",,,
부채총계,"1,973","2,266","2,558","2,754","2,698",,,
자본총계,"1,558","1,714","1,735","1,769","1,702",,,
자본총계(지배),"1,514","1,663","1,678","1,701","1,636",,,
자본총계(비지배),44,52,,67,66,,,
자본금,107,107,107,107,107,,,
영업활동현금흐름,324,298,170,74,190,,,
투자활동현금흐름,-151,-499,-309,14,-237,,,
재무활동현금흐름,-131,374,201,51,18,,,
CAPEX,145,406,180,203,179,,,
FCF,179,-108,-10,-129,10,,,
이자발생부채,"1,185","1,516","1,752","1,916","1,958",,,
영업이익률,8.14,9.35,5.47,4.00,2.25,,,
순이익률,5.32,6.28,2.62,1.40,-0.66,,,
ROE(%),13.56,14.50,4.91,2.40,-1.60,,,
ROA(%),5.87,6.43,2.40,1.25,-0.52,,,
부채비율,126.61,132.16,147.48,155.68,158.57,,,
자본유보율,"1,429.48","1,611.30","1,621.32","1,617.39","1,587.48",,,
EPS(원),906,"1,073",382,189,-124,,,
PER(배),7.49,7.08,11.06,18.58,N/A,,,
BPS(원),"7,822","8,587","8,669","8,788","8,451",,,
PBR(배),0.87,0.89,0.49,0.40,0.38,,,
현금DPS(원),160,170,100,100,50,,,
현금배당수익률,2.36,2.24,2.37,2.85,1.56,,,
현금배당성향(%),15.92,14.29,23.63,47.72,-36.37,,,
발행주식수(보통주),"21,471,450","21,471,450","21,471,450","21,471,450","21,471,450",,,
