0,1,2,3,4,5,6,7,8
이건산업(산업재),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"2,903","2,987","3,396","2,797","2,569",,,
영업이익,178,160,237,96,58,,,
영업이익(발표기준),178,160,237,96,58,,,
세전계속사업이익,27,99,120,31,15,,,
당기순이익,5,54,65,10,17,,,
당기순이익(지배),6,53,62,8,17,,,
당기순이익(비지배),-2,1,3,2,,,,
자산총계,"4,714","4,393","4,342","4,226","3,832",,,
부채총계,"3,093","2,859","2,537","2,441","2,107",,,
자본총계,"1,621","1,533","1,805","1,785","1,725",,,
자본총계(지배),"1,603","1,523","1,791","1,785","1,725",,,
자본총계(비지배),18,10,,0,,,,
자본금,469,469,548,548,548,,,
영업활동현금흐름,356,416,337,80,160,,,
투자활동현금흐름,-208,-52,-81,-47,-89,,,
재무활동현금흐름,-100,-438,-182,-106,-113,,,
CAPEX,210,98,67,81,35,,,
FCF,146,318,270,-1,124,,,
이자발생부채,"1,998","1,599","1,410","1,451","1,343",,,
영업이익률,6.13,5.36,6.98,3.44,2.27,,,
순이익률,0.17,1.82,1.92,0.36,0.66,,,
ROE(%),0.40,3.42,3.73,0.44,0.96,,,
ROA(%),0.10,1.20,1.49,0.24,0.42,,,
부채비율,190.77,186.47,140.57,136.80,122.16,,,
자본유보율,236.01,244.97,237.49,233.27,232.64,,,
EPS(원),68,570,637,71,154,,,
PER(배),166.20,16.72,16.10,104.16,69.52,,,
BPS(원),"17,113","16,514","16,661","16,664","16,138",,,
PBR(배),0.66,0.58,0.62,0.45,0.66,,,
현금DPS(원),150,250,200,200,200,,,
현금배당수익률,1.32,2.63,1.95,2.69,1.87,,,
현금배당성향(%),219.53,43.33,34.79,274.15,126.83,,,
발행주식수(보통주),"9,373,525","9,373,525","10,952,635","10,952,635","10,952,635",,,
