0,1,2,3,4,5,6,7,8
BGF(경기관련소비재),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,861,"1,243","2,206","1,334","1,544",,,
영업이익,80,110,295,264,146,,,
영업이익(발표기준),"2,172",110,295,264,146,,,
세전계속사업이익,199,-43,523,246,161,,,
당기순이익,"1,846","34,979",472,175,179,,,
당기순이익(지배),"1,835","34,976",483,269,272,,,
당기순이익(비지배),11,2,-11,-94,-94,,,
자산총계,"19,176","8,581","16,249","16,574","16,582",,,
부채총계,"9,754","1,329","1,091","1,291","1,211",,,
자본총계,"9,422","7,252","15,157","15,283","15,371",,,
자본총계(지배),"9,240","7,082","14,826","15,026","15,105",,,
자본총계(비지배),182,170,331,256,266,,,
자본금,495,323,954,957,957,,,
영업활동현금흐름,"3,320","3,841",-292,138,214,,,
투자활동현금흐름,"-1,580","-3,509",294,-4,-292,,,
재무활동현금흐름,"-2,248","-1,186",-37,-115,24,,,
CAPEX,"1,181","1,746",40,52,214,,,
FCF,"2,139","2,095",-332,86,0,,,
이자발생부채,554,243,277,502,199,,,
영업이익률,9.31,8.81,13.36,19.76,9.48,,,
순이익률,214.48,"2,813.01",21.40,13.13,11.58,,,
ROE(%),21.62,428.57,4.41,1.80,1.81,,,
ROA(%),10.43,252.03,3.80,1.07,1.08,,,
부채비율,103.53,18.32,7.20,8.45,7.88,,,
자본유보율,"1,779.47","13,439.63","1,476.53","1,495.87","1,512.94",,,
EPS(원),"3,704","74,962",575,281,285,,,
PER(배),22.76,0.20,14.04,19.91,17.20,,,
BPS(원),"18,649","21,957","15,547","15,700","15,782",,,
PBR(배),4.52,0.69,0.52,0.36,0.31,,,
현금DPS(원),800,200,35,110,110,,,
현금배당수익률,0.95,1.31,0.43,1.96,2.25,,,
현금배당성향(%),21.60,0.18,6.91,39.18,38.65,,,
발행주식수(보통주),"49,547,625","32,263,719","95,369,179","95,716,791","95,716,791",,,
