0,1,2,3,4,5,6,7,8
포인트모바일(IT),"2016/12
									
(GAAP개별)","2017/12
									
(GAAP개별)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,393,427,513,622,489,809,"1,330",
영업이익,57,37,59,90,1,92,210,
영업이익(발표기준),57,37,59,90,1,,,
세전계속사업이익,51,12,25,82,-253,103,200,
당기순이익,47,22,36,85,-185,80,161,
당기순이익(지배),47,22,36,85,-185,79,186,
당기순이익(비지배),,,,,,,,
자산총계,394,419,512,557,791,892,"1,122",
부채총계,189,194,245,186,279,296,342,
자본총계,204,225,268,371,512,596,780,
자본총계(지배),204,225,268,371,512,596,780,
자본총계(비지배),,,,,,,,
자본금,2,2,5,5,6,13,13,
영업활동현금흐름,-42,61,66,100,105,292,336,
투자활동현금흐름,-11,-7,-79,-50,-260,-19,-19,
재무활동현금흐름,50,-37,42,-71,180,-3,-9,
CAPEX,2,10,12,14,58,0,0,
FCF,-44,52,54,87,47,177,160,
이자발생부채,145,125,139,84,183,,,
영업이익률,14.53,8.73,11.54,14.52,0.24,11.37,15.79,
순이익률,11.86,5.13,6.92,13.66,-37.88,9.93,12.13,
ROE(%),25.22,10.19,14.42,26.62,-42.01,14.27,26.97,
ROA(%),13.53,5.39,7.88,15.89,-27.52,9.55,16.02,
부채비율,92.51,86.18,91.47,50.22,54.40,49.71,43.85,
자본유보율,"11,632.11","12,847.78","5,485.26","7,184.67","7,593.77",,,
EPS(원),477,224,364,836,"-1,751",624,"1,465",
PER(배),,,,,N/A,28.45,12.12,
BPS(원),"2,094","2,304","2,740","3,614","4,108","4,778","6,258",
PBR(배),0.00,0.00,0.00,0.00,6.61,3.71,2.84,
현금DPS(원),0,0,0,0,0,0,0,
현금배당수익률,,,,,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,0.00,,,
발행주식수(보통주),"9,764,617","9,764,617","9,764,617","10,252,847","12,662,272",,,
