0,1,2,3,4,5,6,7,8
클리노믹스(건강관리),"2016/12
									
(IFRS별도)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,,,21,41,98,,,
영업이익,,,-20,-45,-123,,,
영업이익(발표기준),,,-20,-45,-123,,,
세전계속사업이익,,,-22,-58,-131,,,
당기순이익,,,-22,-58,-131,,,
당기순이익(지배),,,-22,-58,-131,,,
당기순이익(비지배),,,,,,,,
자산총계,,,73,269,438,,,
부채총계,,,28,219,38,,,
자본총계,,,45,50,399,,,
자본총계(지배),,,45,50,399,,,
자본총계(비지배),,,,,,,,
자본금,,,9,9,13,,,
영업활동현금흐름,,,-14,-47,-79,,,
투자활동현금흐름,,,4,-174,-77,,,
재무활동현금흐름,,,34,217,260,,,
CAPEX,,,16,33,43,,,
FCF,,,-30,-79,-123,,,
이자발생부채,,,14,192,8,,,
영업이익률,,,-98.49,-109.53,-124.84,,,
순이익률,,,-107.89,-140.45,-133.88,,,
ROE(%),,,,-120.54,-58.47,,,
ROA(%),,,,-33.60,-37.19,,,
부채비율,,,63.01,433.41,9.62,,,
자본유보율,,,505.22,511.98,"2,815.22",,,
EPS(원),,,-299,-553,"-1,155",,,
PER(배),,,,,N/A,,,
BPS(원),,,507,452,"3,071",,,
PBR(배),,,0.00,0.00,5.65,,,
현금DPS(원),0,0,0,0,0,,,
현금배당수익률,,,,,0.00,,,
현금배당성향(%),,,0.00,0.00,0.00,,,
발행주식수(보통주),"4,167,392","4,167,392","8,334,742","9,070,887","13,315,141",,,
