0,1,2,3,4,5,6,7,8
네오티스(경기관련소비재),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,402,435,452,424,380,,,
영업이익,25,33,47,34,37,,,
영업이익(발표기준),25,33,47,34,37,,,
세전계속사업이익,-12,-68,33,25,5,,,
당기순이익,-16,-72,32,15,4,,,
당기순이익(지배),-16,-73,30,14,2,,,
당기순이익(비지배),0,1,1,1,2,,,
자산총계,849,810,866,869,"1,030",,,
부채총계,285,349,421,432,607,,,
자본총계,563,461,446,437,422,,,
자본총계(지배),556,453,437,427,411,,,
자본총계(비지배),8,8,8,10,12,,,
자본금,55,55,55,55,55,,,
영업활동현금흐름,19,77,52,32,79,,,
투자활동현금흐름,-34,-39,-28,-51,-98,,,
재무활동현금흐름,1,-40,17,26,132,,,
CAPEX,11,22,16,52,39,,,
FCF,8,56,37,-20,40,,,
이자발생부채,191,192,247,299,433,,,
영업이익률,6.30,7.51,10.38,7.92,9.86,,,
순이익률,-3.99,-16.68,7.03,3.44,0.98,,,
ROE(%),-2.77,-14.48,6.83,3.13,0.45,,,
ROA(%),-1.89,-8.74,3.79,1.68,0.39,,,
부채비율,50.65,75.84,94.46,98.96,143.84,,,
자본유보율,983.21,795.31,858.65,845.52,811.61,,,
EPS(원),-147,-663,276,123,17,,,
PER(배),N/A,N/A,15.40,30.93,228.22,,,
BPS(원),"5,268","4,315","4,185","4,091","3,932",,,
PBR(배),0.98,1.15,1.02,0.93,1.00,,,
현금DPS(원),350,350,250,250,250,,,
현금배당수익률,6.80,7.07,5.88,6.58,6.35,,,
현금배당성향(%),-232.61,-50.44,85.92,192.99,"1,373.32",,,
발행주식수(보통주),"11,013,678","11,013,678","11,013,678","11,013,678","11,013,678",,,
