0,1,2,3,4,5,6,7,8
경창산업(경기관련소비재),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"6,458","5,634","5,965","5,313","4,864",,,
영업이익,293,-146,165,-152,139,,,
영업이익(발표기준),293,-146,165,-152,139,,,
세전계속사업이익,136,-354,-315,-800,35,,,
당기순이익,98,-321,-266,-765,46,,,
당기순이익(지배),78,-329,-239,-714,48,,,
당기순이익(비지배),20,7,-27,-52,-2,,,
자산총계,"6,140","6,572","6,382","5,649","5,223",,,
부채총계,"4,673","4,767","4,747","4,725","4,231",,,
자본총계,"1,467","1,806","1,634",924,992,,,
자본총계(지배),"1,255","1,570","1,427",764,834,,,
자본총계(비지배),212,236,,160,158,,,
자본금,88,88,179,179,179,,,
영업활동현금흐름,"1,113",64,781,375,620,,,
투자활동현금흐름,-808,-437,-704,-125,-83,,,
재무활동현금흐름,-203,172,-37,-177,-534,,,
CAPEX,721,815,686,399,196,,,
FCF,392,-751,96,-24,424,,,
이자발생부채,"3,146","3,343","3,359","3,323","2,905",,,
영업이익률,4.53,-2.59,2.77,-2.86,2.85,,,
순이익률,1.52,-5.71,-4.46,-14.40,0.95,,,
ROE(%),6.37,-23.28,-15.97,-65.12,6.01,,,
ROA(%),1.65,-5.06,-4.11,-12.72,0.85,,,
부채비율,318.58,263.99,290.44,511.25,426.61,,,
자본유보율,"1,305.44",920.77,322.88,32.73,69.86,,,
EPS(원),274,"-1,156",-782,"-1,992",134,,,
PER(배),12.36,N/A,N/A,N/A,18.65,,,
BPS(원),"4,792","5,610","4,034","2,148","2,344",,,
PBR(배),0.71,0.37,0.34,0.60,1.07,,,
현금DPS(원),43,12,10,,,,,
현금배당수익률,1.28,0.59,0.72,,,,,
현금배당성향(%),13.78,-1.04,-1.48,0.00,0.00,,,
발행주식수(보통주),"28,430,442","28,430,442","35,819,005","35,819,005","35,819,005",,,
