0,1,2,3,4,5,6,7,8
디에스케이(IT),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,472,"1,033","1,179",765,326,,,
영업이익,55,135,223,55,-141,,,
영업이익(발표기준),55,135,223,55,-141,,,
세전계속사업이익,54,-328,202,66,-178,,,
당기순이익,27,-423,170,39,-188,,,
당기순이익(지배),47,-275,197,62,-152,,,
당기순이익(비지배),-20,-148,-26,-23,-36,,,
자산총계,"1,794","1,633","1,645","1,719","1,622",,,
부채총계,951,871,578,466,567,,,
자본총계,843,762,"1,066","1,253","1,054",,,
자본총계(지배),503,792,"1,057","1,126",962,,,
자본총계(비지배),340,-37,,127,92,,,
자본금,32,102,102,102,102,,,
영업활동현금흐름,22,110,109,-52,60,,,
투자활동현금흐름,-282,-73,-182,-406,-234,,,
재무활동현금흐름,538,334,41,92,52,,,
CAPEX,23,86,117,374,34,,,
FCF,-1,24,-8,-426,26,,,
이자발생부채,636,412,353,310,386,,,
영업이익률,11.67,13.08,18.89,7.16,-43.25,,,
순이익률,5.78,-40.96,14.44,5.09,-57.58,,,
ROE(%),10.29,-42.51,21.27,5.71,-14.54,,,
ROA(%),2.33,-24.69,10.39,2.31,-11.23,,,
부채비율,112.86,114.21,54.21,37.23,53.84,,,
자본유보율,"1,439.91",720.31,942.54,"1,038.32",893.21,,,
EPS(원),362,"-1,717",966,306,-746,,,
PER(배),46.18,N/A,6.80,29.75,N/A,,,
BPS(원),"3,871","3,960","5,235","5,574","4,810",,,
PBR(배),4.32,2.58,1.26,1.63,1.31,,,
현금DPS(원),25,25,0,0,0,,,
현금배당수익률,0.15,0.25,0.00,0.00,0.00,,,
현금배당성향(%),6.90,-1.82,0.00,0.00,0.00,,,
발행주식수(보통주),"13,000,000","20,299,507","20,354,763","20,354,763","20,354,763",,,
