0,1,2,3,4,5,6,7,8
신진에스엠(산업재),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,498,570,562,518,484,,,
영업이익,21,55,41,30,-2,,,
영업이익(발표기준),21,55,41,30,-2,,,
세전계속사업이익,20,63,38,29,-9,,,
당기순이익,4,47,30,24,-11,,,
당기순이익(지배),10,50,32,24,-11,,,
당기순이익(비지배),-6,-4,-1,-1,0,,,
자산총계,946,986,"1,098","1,192","1,130",,,
부채총계,285,278,372,450,436,,,
자본총계,661,707,726,742,694,,,
자본총계(지배),625,674,695,711,687,,,
자본총계(비지배),36,33,,31,7,,,
자본금,45,45,45,45,45,,,
영업활동현금흐름,57,45,72,57,62,,,
투자활동현금흐름,-34,-5,-188,-128,-8,,,
재무활동현금흐름,-31,-21,92,51,-39,,,
CAPEX,34,18,182,24,25,,,
FCF,23,28,-110,34,37,,,
이자발생부채,227,198,301,367,366,,,
영업이익률,4.32,9.61,7.25,5.77,-0.32,,,
순이익률,0.86,8.20,5.41,4.58,-2.33,,,
ROE(%),1.65,7.74,4.67,3.46,-1.61,,,
ROA(%),0.44,4.84,2.92,2.07,-0.97,,,
부채비율,43.06,39.34,51.20,60.61,62.81,,,
자본유보율,"1,355.78","1,468.46","1,510.79","1,537.89","1,520.72",,,
EPS(원),115,560,356,271,-126,,,
PER(배),61.91,12.53,15.25,19.99,N/A,,,
BPS(원),"7,054","7,615","7,846","8,029","8,050",,,
PBR(배),1.01,0.92,0.69,0.68,0.59,,,
현금DPS(원),0,120,75,70,70,,,
현금배당수익률,0.00,1.71,1.38,1.29,1.48,,,
현금배당성향(%),0.00,17.65,20.80,25.48,-53.03,,,
발행주식수(보통주),"8,972,183","8,972,183","8,972,183","8,972,183","8,972,183",,,
