0,1,2,3,4,5,6,7,8
오이솔루션(IT),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,797,766,815,"2,103","1,032","1,019","1,360","1,557"
영업이익,47,-19,2,583,73,74,168,230
영업이익(발표기준),47,-19,2,583,73,,,
세전계속사업이익,61,-38,20,584,67,109,151,226
당기순이익,61,-18,26,461,124,132,136,201
당기순이익(지배),61,-18,26,461,124,132,136,201
당기순이익(비지배),,,,,,,,
자산총계,899,961,992,"1,844","1,952","2,049","2,170","2,352"
부채총계,346,291,311,451,482,478,495,507
자본총계,553,669,680,"1,393","1,470","1,571","1,675","1,845"
자본총계(지배),553,669,680,"1,393","1,470","1,571","1,675","1,845"
자본총계(비지배),,,,,,,,
자본금,26,39,39,53,53,53,53,53
영업활동현금흐름,-47,41,11,427,258,218,148,250
투자활동현금흐름,-79,-43,-111,-424,-337,-136,-193,-219
재무활동현금흐름,65,137,-10,329,42,-33,-32,-32
CAPEX,70,42,54,41,125,99,165,189
FCF,-117,-1,-42,386,133,80,-30,47
이자발생부채,200,200,196,279,365,,,
영업이익률,5.92,-2.50,0.29,27.71,7.11,7.26,12.35,14.77
순이익률,7.69,-2.33,3.17,21.91,11.97,12.95,10.00,12.91
ROE(%),11.69,-2.92,3.83,44.43,8.63,8.68,8.38,11.42
ROA(%),7.44,-1.92,2.65,32.50,6.51,6.60,6.45,8.89
부채비율,62.63,43.48,45.71,32.34,32.80,30.43,29.55,27.48
자본유보율,"1,946.87","1,579.95","1,604.01","2,484.86","2,630.77",,,
EPS(원),725,-196,261,"4,642","1,163","1,242","1,280","1,892"
PER(배),12.76,N/A,50.99,10.65,48.08,23.18,21.21,14.35
BPS(원),"6,539","6,757","6,869","13,124","13,846","14,800","15,779","17,381"
PBR(배),1.41,1.34,1.94,3.77,4.04,1.95,1.72,1.56
현금DPS(원),77,78,94,400,300,300,300,300
현금배당수익률,0.83,0.86,0.71,0.81,0.54,1.04,1.10,1.10
현금배당성향(%),10.57,-35.10,35.94,9.22,25.78,24.15,23.44,15.86
발행주식수(보통주),"8,456,270","9,908,292","9,908,292","10,624,095","10,624,095",,,
