0,1,2,3,4,5,6,7,8
YW(경기관련소비재),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,295,264,294,192,167,,,
영업이익,40,42,33,28,36,,,
영업이익(발표기준),40,42,33,28,36,,,
세전계속사업이익,33,36,27,25,42,,,
당기순이익,26,29,22,20,33,,,
당기순이익(지배),26,29,22,20,33,,,
당기순이익(비지배),,,,,,,,
자산총계,946,"1,011","1,082","1,124","1,146",,,
부채총계,249,311,375,412,420,,,
자본총계,697,700,707,712,726,,,
자본총계(지배),697,700,707,712,726,,,
자본총계(비지배),,,,,,,,
자본금,57,57,57,57,57,,,
영업활동현금흐름,-48,38,-5,97,-18,,,
투자활동현금흐름,31,15,-30,-104,43,,,
재무활동현금흐름,-21,-8,-14,-16,-21,,,
CAPEX,1,,1,0,0,,,
FCF,-49,38,-6,97,-18,,,
이자발생부채,186,204,204,202,200,,,
영업이익률,13.44,15.92,11.15,14.33,21.78,,,
순이익률,8.72,10.80,7.35,10.30,19.63,,,
ROE(%),3.71,4.09,3.07,2.79,4.55,,,
ROA(%),2.77,2.92,2.06,1.79,2.88,,,
부채비율,35.76,44.40,53.13,57.85,57.84,,,
자본유보율,"1,232.78","1,266.14","1,286.81","1,304.79","1,354.57",,,
EPS(원),227,251,190,174,288,,,
PER(배),19.84,15.59,20.82,21.63,13.82,,,
BPS(원),"7,207","7,557","7,741","7,905","8,434",,,
PBR(배),0.62,0.52,0.51,0.48,0.47,,,
현금DPS(원),100,100,100,50,,,,
현금배당수익률,2.22,2.55,2.53,1.33,,,,
현금배당성향(%),37.56,32.44,42.35,22.76,26.34,,,
발행주식수(보통주),"11,355,368","11,355,368","11,355,368","11,355,368","11,355,368",,,
