0,1,2,3,4,5,6,7,8
나노신소재(소재),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,411,456,522,489,485,632,930,"1,511"
영업이익,63,85,88,51,15,60,122,230
영업이익(발표기준),63,85,88,51,15,,,
세전계속사업이익,65,70,83,65,6,85,133,247
당기순이익,59,68,77,58,16,77,113,198
당기순이익(지배),59,68,77,58,16,80,110,200
당기순이익(비지배),,,,,,,,
자산총계,842,890,985,"1,019","1,066","1,140","1,360","1,680"
부채총계,66,60,96,81,145,160,280,410
자본총계,776,829,889,938,921,980,"1,080","1,270"
자본총계(지배),776,829,889,938,921,980,"1,080","1,270"
자본총계(비지배),,,,,,,,
자본금,54,54,54,54,54,50,50,50
영업활동현금흐름,66,96,39,119,87,100,40,40
투자활동현금흐름,-48,-115,-16,-59,-92,-70,-70,-110
재무활동현금흐름,-30,-33,-16,-9,28,-10,90,90
CAPEX,21,45,48,20,128,,,
FCF,45,50,-9,99,-41,,,
이자발생부채,21,13,11,14,76,,,
영업이익률,15.31,18.72,16.75,10.52,3.02,9.49,13.12,15.22
순이익률,14.45,14.98,14.68,11.87,3.40,12.18,12.15,13.10
ROE(%),7.84,8.51,8.93,6.35,1.77,8.42,10.68,17.02
ROA(%),7.08,7.88,8.19,5.79,1.58,6.98,9.04,13.03
부채비율,8.57,7.30,10.83,8.64,15.72,16.33,25.93,32.28
자본유보율,"1,335.92","1,442.63","1,564.50","1,643.92","1,651.64",,,
EPS(원),546,625,702,530,151,731,"1,001","1,821"
PER(배),27.85,27.36,21.79,31.54,250.49,78.29,57.12,31.42
BPS(원),"7,122","7,694","8,243","8,684","8,670","9,152","10,085","11,860"
PBR(배),2.13,2.22,1.86,1.92,4.37,6.25,5.67,4.82
현금DPS(원),100,130,140,120,100,100,100,100
현금배당수익률,0.66,0.76,0.92,0.72,0.26,0.17,0.17,0.17
현금배당성향(%),18.72,21.34,20.39,23.02,69.48,13.56,9.86,5.42
발행주식수(보통주),"10,848,333","10,848,333","10,848,333","10,848,333","10,848,333",,,
