0,1,2,3,4,5,6,7,8
미래아이앤지(IT),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,98,77,64,75,58,,,
영업이익,-16,-29,-14,1,7,,,
영업이익(발표기준),-16,-29,-14,1,7,,,
세전계속사업이익,-23,-27,-108,89,245,,,
당기순이익,-23,-27,-108,140,197,,,
당기순이익(지배),-23,-27,-108,140,197,,,
당기순이익(비지배),0,0,0,0,0,,,
자산총계,521,688,576,723,923,,,
부채총계,29,31,24,27,29,,,
자본총계,492,657,551,696,895,,,
자본총계(지배),491,656,551,695,895,,,
자본총계(비지배),1,1,,1,,,,
자본금,318,518,518,129,129,,,
영업활동현금흐름,-35,-13,-30,-22,30,,,
투자활동현금흐름,-249,-29,-5,23,330,,,
재무활동현금흐름,73,195,-3,-2,-1,,,
CAPEX,2,27,2,1,16,,,
FCF,-37,-39,-32,-23,14,,,
이자발생부채,,0,0,3,2,,,
영업이익률,-16.73,-38.11,-22.09,1.84,11.91,,,
순이익률,-23.85,-34.99,-168.25,187.52,340.92,,,
ROE(%),-4.96,-4.64,-17.96,22.50,24.75,,,
ROA(%),-4.68,-4.46,-17.16,21.59,23.90,,,
부채비율,5.85,4.75,4.42,3.90,3.19,,,
자본유보율,60.12,30.81,9.01,444.14,597.93,,,
EPS(원),-26,-26,-84,108,152,,,
PER(배),N/A,N/A,N/A,3.00,2.59,,,
BPS(원),515,510,428,540,695,,,
PBR(배),1.75,0.85,0.77,0.60,0.57,,,
현금DPS(원),0,0,0,,,,,
현금배당수익률,0.00,0.00,0.00,,,,,
현금배당성향(%),0.00,0.00,0.00,0.00,0.00,,,
발행주식수(보통주),"96,279,524","129,484,149","129,484,149","129,484,148","129,484,148",,,
