0,1,2,3,4,5,6,7,8
삼기(경기관련소비재),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"3,045","2,926","2,773","3,018","3,626",,,
영업이익,214,133,55,58,-27,,,
영업이익(발표기준),214,133,55,58,-27,,,
세전계속사업이익,144,127,8,14,-91,,,
당기순이익,125,109,6,20,-74,,,
당기순이익(지배),125,109,6,20,-74,,,
당기순이익(비지배),,,,,,,,
자산총계,"3,083","3,373","3,987","4,250","4,903",,,
부채총계,"1,966","2,184","2,643","2,889","3,616",,,
자본총계,"1,117","1,189","1,344","1,360","1,287",,,
자본총계(지배),"1,117","1,189","1,344","1,360","1,287",,,
자본총계(비지배),,,,,,,,
자본금,31,31,37,37,38,,,
영업활동현금흐름,489,268,314,325,277,,,
투자활동현금흐름,-508,-373,-824,-603,-612,,,
재무활동현금흐름,37,193,578,179,407,,,
CAPEX,473,335,544,445,412,,,
FCF,16,-67,-231,-121,-136,,,
이자발생부채,"1,577","1,772","2,214","2,271","2,686",,,
영업이익률,7.01,4.55,1.98,1.92,-0.75,,,
순이익률,4.12,3.72,0.21,0.66,-2.05,,,
ROE(%),11.70,9.45,0.47,1.49,-5.61,,,
ROA(%),4.22,3.38,0.16,0.49,-1.62,,,
부채비율,175.94,183.69,196.71,212.40,280.88,,,
자본유보율,"3,623.19","3,866.93","3,660.87","3,695.11","3,369.02",,,
EPS(원),407,354,17,54,-196,,,
PER(배),8.49,9.90,147.72,40.27,N/A,,,
BPS(원),"3,624","3,857","3,680","3,720","3,395",,,
PBR(배),0.95,0.91,0.68,0.59,1.37,,,
현금DPS(원),90,90,45,0,0,,,
현금배당수익률,2.60,2.57,1.81,0.00,0.00,,,
현금배당성향(%),22.13,25.46,278.79,8.34,-0.07,,,
발행주식수(보통주),"30,827,256","30,827,256","30,827,256","31,301,789","38,129,343",,,
