0,1,2,3,4,5,6,7,8
우주일렉트로(IT),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"2,180","2,076","1,866","1,910","1,962","2,075",,
영업이익,190,94,7,159,174,250,,
영업이익(발표기준),190,94,7,159,174,,,
세전계속사업이익,193,146,13,156,193,256,,
당기순이익,140,105,5,118,129,194,,
당기순이익(지배),140,107,7,118,129,194,,
당기순이익(비지배),0,-2,-2,0,0,,,
자산총계,"2,360","2,351","2,325","2,515","2,623",,,
부채총계,600,536,521,619,645,,,
자본총계,"1,761","1,815","1,803","1,896","1,977",,,
자본총계(지배),"1,759","1,814","1,804","1,897","1,978",,,
자본총계(비지배),2,1,,-1,-1,,,
자본금,50,50,50,50,50,,,
영업활동현금흐름,309,114,17,395,275,,,
투자활동현금흐름,-157,-200,-41,-197,-274,,,
재무활동현금흐름,-180,46,27,-41,-19,,,
CAPEX,81,195,135,246,161,,,
FCF,228,-81,-118,148,113,,,
이자발생부채,225,271,331,356,351,,,
영업이익률,8.73,4.51,0.39,8.31,8.85,12.05,,
순이익률,6.42,5.08,0.25,6.17,6.58,9.35,,
ROE(%),8.08,6.01,0.37,6.37,6.64,,,
ROA(%),6.02,4.48,0.20,4.87,5.02,,,
부채비율,34.07,29.55,28.92,32.66,32.64,,,
자본유보율,"3,880.90","4,045.22","4,015.44","4,226.87","4,435.75",,,
EPS(원),"1,412","1,080",67,"1,187","1,296","1,953",,
PER(배),11.94,12.08,119.43,7.08,30.44,14.08,,
BPS(원),"20,526","21,168","21,055","22,781","23,753",,,
PBR(배),0.82,0.62,0.38,0.37,1.66,,,
현금DPS(원),300,250,150,300,350,,,
현금배당수익률,1.78,1.92,1.88,3.57,0.89,,,
현금배당성향(%),18.33,19.96,193.88,21.19,22.64,,,
발행주식수(보통주),"9,934,220","9,934,220","9,934,220","9,934,220","9,934,220",,,
