0,1,2,3,4,5,6,7,8
이엠코리아(산업재),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"1,026","1,046","1,075",800,768,,,
영업이익,-36,-3,-13,-115,-32,,,
영업이익(발표기준),-36,-3,-13,-115,-32,,,
세전계속사업이익,-65,-34,-34,-173,8,,,
당기순이익,-68,-24,-27,-160,-24,,,
당기순이익(지배),-69,-19,-24,-160,-24,,,
당기순이익(비지배),1,-6,-4,,,,,
자산총계,"1,746","1,970","1,819","1,851","1,858",,,
부채총계,"1,153","1,189",949,"1,097","1,026",,,
자본총계,593,781,871,754,831,,,
자본총계(지배),572,765,858,754,831,,,
자본총계(비지배),21,16,,,,,,
자본금,107,161,182,182,200,,,
영업활동현금흐름,39,97,68,-31,72,,,
투자활동현금흐름,-134,-100,-152,-85,-166,,,
재무활동현금흐름,109,162,-85,249,46,,,
CAPEX,56,131,156,44,170,,,
FCF,-17,-34,-88,-75,-98,,,
이자발생부채,941,899,688,762,709,,,
영업이익률,-3.51,-0.26,-1.25,-14.40,-4.18,,,
순이익률,-6.65,-2.33,-2.54,-19.94,-3.14,,,
ROE(%),-11.79,-2.81,-2.90,-19.80,-3.04,,,
ROA(%),-3.99,-1.31,-1.44,-8.69,-1.30,,,
부채비율,194.44,152.19,108.98,145.44,123.50,,,
자본유보율,462.11,395.45,389.28,315.12,316.39,,,
EPS(원),-294,-79,-67,-439,-65,,,
PER(배),N/A,N/A,N/A,N/A,N/A,,,
BPS(원),"2,487","2,423","2,395","2,076","2,082",,,
PBR(배),1.57,1.15,2.53,2.09,2.83,,,
현금DPS(원),0,0,0,0,0,,,
현금배당수익률,0.00,0.00,0.00,0.00,0.00,,,
현금배당성향(%),0.00,0.00,0.00,0.00,0.00,,,
발행주식수(보통주),"23,520,614","32,113,947","36,332,704","36,332,704","39,922,171",,,
