0,1,2,3,4,5,6,7,8
형지I&C(경기관련소비재),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS별도)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"1,276","1,135","1,088","1,021",671,,,
영업이익,4,-88,-9,5,-53,,,
영업이익(발표기준),-10,-88,-9,5,-53,,,
세전계속사업이익,-44,-183,-64,-1,-63,,,
당기순이익,-41,-259,-62,-1,-68,,,
당기순이익(지배),-41,-259,-62,-1,-68,,,
당기순이익(비지배),,,,,,,,
자산총계,"1,075",760,681,637,496,,,
부채총계,550,494,472,411,339,,,
자본총계,525,265,209,226,158,,,
자본총계(지배),525,265,209,226,158,,,
자본총계(비지배),,,,,,,,
자본금,195,195,195,195,195,,,
영업활동현금흐름,-30,20,45,64,-7,,,
투자활동현금흐름,14,-18,34,-7,-2,,,
재무활동현금흐름,8,-17,-44,-49,-6,,,
CAPEX,28,17,11,12,8,,,
FCF,-58,3,34,52,-15,,,
이자발생부채,255,243,207,188,179,,,
영업이익률,0.35,-7.79,-0.81,0.44,-7.94,,,
순이익률,-3.21,-22.84,-5.73,-0.09,-10.06,,,
ROE(%),-8.11,-65.59,-26.23,,-35.22,,,
ROA(%),-3.77,-28.27,-8.65,,-11.93,,,
부채비율,104.68,186.18,225.67,181.58,214.99,,,
자본유보율,169.39,35.99,6.76,5.93,-27.33,,,
EPS(원),-115,-666,-160,-2,-173,,,
PER(배),N/A,N/A,N/A,N/A,N/A,,,
BPS(원),"1,348",681,537,581,404,,,
PBR(배),1.29,1.71,1.26,1.03,2.79,,,
현금DPS(원),0,0,0,0,0,,,
현금배당수익률,0.00,0.00,0.00,0.00,0.00,,,
현금배당성향(%),0.00,0.00,0.00,0.00,0.00,,,
발행주식수(보통주),"38,955,668","38,955,668","38,955,668","38,955,668","38,955,668",,,
