0,1,2,3,4,5,6,7,8
케이프이에스제4호(금융),,,,"2019/12
									
(IFRS별도)","2020/12
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)","2022/12(E)
									
(IFRS별도)","2023/12(E)
									
(IFRS별도)"
매출액,,,,,0,,,
영업이익,,,,,0,,,
영업이익(발표기준),,,,,0,,,
세전계속사업이익,,,,,0,,,
당기순이익,,,,,0,,,
당기순이익(지배),,,,,0,,,
당기순이익(비지배),,,,,0,,,
자산총계,,,,,59,,,
부채총계,,,,,4,,,
자본총계,,,,,54,,,
자본총계(지배),,,,,54,,,
자본총계(비지배),,,,,,,,
자본금,,,,,3,,,
영업활동현금흐름,,,,,0,,,
투자활동현금흐름,,,,,-50,,,
재무활동현금흐름,,,,,59,,,
CAPEX,,,,,,,,
FCF,,,,,,,,
이자발생부채,,,,,4,,,
영업이익률,,,,,,,,
순이익률,,,,,,,,
ROE(%),,,,,,,,
ROA(%),,,,,,,,
부채비율,,,,,7.89,,,
자본유보율,,,,,"1,710.27",,,
EPS(원),,,,,2,,,
PER(배),,,,,"1,262.41",,,
BPS(원),,,,,"1,810",,,
PBR(배),,,,,1.14,,,
현금DPS(원),,,,,,,,
현금배당수익률,,,,,,,,
현금배당성향(%),,,,,0.00,,,
발행주식수(보통주),,,,,"3,009,000",,,
