0,1,2,3,4,5,6,7,8
에코프로비엠(IT),"2016/12
									
(IFRS별도)","2017/12
									
(IFRS별도)","2018/12
									
(IFRS별도)","2019/12
									
(IFRS별도)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,998,"2,899","5,892","6,161","8,547","14,166","24,166","38,743"
영업이익,94,223,503,371,548,"1,278","2,289","3,674"
영업이익(발표기준),94,223,503,371,548,,,
세전계속사업이익,61,152,429,283,476,"1,237","2,255","3,666"
당기순이익,69,152,369,345,467,982,"1,733","2,840"
당기순이익(지배),69,152,369,345,469,990,"1,652","2,629"
당기순이익(비지배),,,,,-3,,,
자산총계,"2,292","2,963","4,645","6,504","7,990","13,044","18,256","24,114"
부채총계,"1,299","1,811","3,039","2,802","3,317","5,629","8,279","11,215"
자본총계,994,"1,152","1,605","3,702","4,673","7,292","9,607","12,900"
자본총계(지배),994,"1,152","1,605","3,702","4,436","7,292","10,089","12,879"
자본총계(비지배),,,,,237,,,
자본금,78,78,81,103,105,109,111,111
영업활동현금흐름,-96,117,238,128,"1,250",599,592,"1,269"
투자활동현금흐름,-497,-477,-730,"-1,823",-944,"-1,912","-3,048","-4,806"
재무활동현금흐름,650,441,449,"1,801",90,"3,037","1,352","1,566"
CAPEX,487,467,728,"1,818",984,"1,676","2,682","4,360"
FCF,-583,-350,-489,"-1,690",266,"-1,531","-2,046","-3,662"
이자발생부채,"1,006","1,469","1,899","2,067","1,970",,,
영업이익률,9.40,7.69,8.53,6.02,6.41,9.02,9.47,9.48
순이익률,6.88,5.23,6.26,5.60,5.46,6.93,7.17,7.33
ROE(%),,14.13,26.73,12.99,,16.89,19.01,22.89
ROA(%),,5.77,9.69,6.19,,9.34,11.07,13.40
부채비율,130.74,157.12,189.30,75.67,70.97,77.19,86.17,86.94
자본유보율,"1,181.95","1,380.71","1,862.21","3,526.31","3,900.07",,,
EPS(원),689,978,"2,345","1,745","2,247","4,566","7,207","11,469"
PER(배),,,,30.37,75.69,71.91,46.21,29.04
BPS(원),"6,410","7,434","9,880","18,083","21,170","31,929","44,175","56,390"
PBR(배),0.00,0.00,0.00,2.93,8.03,10.28,7.54,5.91
현금DPS(원),0,0,0,150,450,450,450,450
현금배당수익률,,,,0.28,0.26,0.14,0.14,0.14
현금배당성향(%),0.00,0.00,0.00,8.91,20.10,10.41,6.24,3.92
발행주식수(보통주),"15,500,000","15,500,000","16,250,000","20,555,966","21,035,166",,,
