0,1,2,3,4,5,6,7,8
헬릭스미스(건강관리),"2016/12
									
(IFRS별도)","2017/12
									
(IFRS별도)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,68,32,31,45,43,,,
영업이익,-20,-69,-200,-417,-711,,,
영업이익(발표기준),-20,-69,-200,-417,-711,,,
세전계속사업이익,-7,-65,-292,"-1,082",-856,,,
당기순이익,-7,-65,-305,"-1,084",-856,,,
당기순이익(지배),-7,-65,-287,"-1,070",-829,,,
당기순이익(비지배),,,-18,-13,-27,,,
자산총계,"1,780","1,794","2,842","3,714","4,781",,,
부채총계,71,149,"1,462","1,724","1,978",,,
자본총계,"1,709","1,645","1,380","1,991","2,804",,,
자본총계(지배),"1,709","1,645","1,339","1,956","2,763",,,
자본총계(비지배),,,,35,41,,,
자본금,80,80,80,107,171,,,
영업활동현금흐름,-25,-26,-135,-411,-480,,,
투자활동현금흐름,"-1,494",62,-769,"-1,339",-20,,,
재무활동현금흐름,"1,566",68,"1,129","1,864","1,947",,,
CAPEX,76,86,236,563,165,,,
FCF,-100,-112,-370,-974,-645,,,
이자발생부채,47,114,819,"1,287","1,496",,,
영업이익률,-28.97,-219.80,-639.25,-936.89,"-1,651.83",,,
순이익률,-10.44,-205.70,-976.04,"-2,432.59","-1,988.32",,,
ROE(%),-0.60,-3.87,,-64.98,-35.12,,,
ROA(%),-0.57,-3.64,,-33.05,-20.15,,,
부채비율,4.16,9.08,105.98,86.59,70.55,,,
자본유보율,"2,042.45","1,961.32","1,582.96","1,716.69","1,477.39",,,
EPS(원),-27,-232,"-1,028","-3,755","-2,808",,,
PER(배),N/A,N/A,N/A,N/A,N/A,,,
BPS(원),"6,115","5,883","4,789","6,646","7,337",,,
PBR(배),9.09,14.91,28.49,9.54,4.09,,,
현금DPS(원),0,0,0,0,0,,,
현금배당수익률,0.00,0.00,0.00,0.00,0.00,,,
현금배당성향(%),0.00,0.00,0.00,0.00,0.00,,,
발행주식수(보통주),"27,953,185","27,953,185","27,953,185","29,439,974","37,689,326",,,
