0,1,2,3,4,5,6,7,8
DMS(IT),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"2,488","2,687","2,987","1,962","2,269",,,
영업이익,334,166,303,227,338,,,
영업이익(발표기준),334,166,303,227,338,,,
세전계속사업이익,339,48,219,215,518,,,
당기순이익,361,39,152,172,405,,,
당기순이익(지배),361,39,152,173,406,,,
당기순이익(비지배),0,0,0,0,-1,,,
자산총계,"2,683","2,985","3,173","3,025","3,865",,,
부채총계,"1,366","1,633","1,658","1,365","1,429",,,
자본총계,"1,317","1,352","1,515","1,660","2,436",,,
자본총계(지배),"1,317","1,352","1,515","1,660","2,275",,,
자본총계(비지배),1,0,,0,161,,,
자본금,113,115,115,115,123,,,
영업활동현금흐름,117,147,-227,197,609,,,
투자활동현금흐름,-31,-153,-38,33,-357,,,
재무활동현금흐름,-137,140,228,-285,-65,,,
CAPEX,44,20,28,10,9,,,
FCF,73,127,-255,187,600,,,
이자발생부채,695,833,"1,071",890,730,,,
영업이익률,13.43,6.19,10.16,11.58,14.90,,,
순이익률,14.51,1.44,5.08,8.79,17.85,,,
ROE(%),32.40,2.92,10.61,10.88,20.64,,,
ROA(%),14.44,1.36,4.93,5.56,11.76,,,
부채비율,103.69,120.78,109.48,82.23,58.66,,,
자본유보율,"1,027.88","1,047.04","1,173.18","1,317.81","1,672.71",,,
EPS(원),"1,608",171,661,749,"1,747",,,
PER(배),5.76,39.39,6.94,7.31,4.97,,,
BPS(원),"5,839","5,898","6,582","7,509","9,307",,,
PBR(배),1.59,1.14,0.70,0.73,0.93,,,
현금DPS(원),50,50,100,75,100,,,
현금배당수익률,0.54,0.74,2.18,1.37,1.15,,,
현금배당성향(%),3.12,29.46,15.13,9.61,6.02,,,
발행주식수(보통주),"22,572,487","22,937,487","23,032,487","23,042,487","24,573,061",,,
