0,1,2,3,4,5,6,7,8
신화인터텍(IT),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"2,155","1,766","1,776","2,544","2,553",,,
영업이익,72,22,-25,163,81,,,
영업이익(발표기준),72,22,-25,163,81,,,
세전계속사업이익,51,-23,-57,112,38,,,
당기순이익,39,-24,-51,95,33,,,
당기순이익(지배),39,-24,-51,95,33,,,
당기순이익(비지배),,,,,,,,
자산총계,"2,063","1,960","2,005","1,841","1,763",,,
부채총계,"1,086","1,031","1,134",875,777,,,
자본총계,976,928,871,966,986,,,
자본총계(지배),976,928,871,966,986,,,
자본총계(비지배),,,,,,,,
자본금,146,146,146,146,146,,,
영업활동현금흐름,185,59,-50,338,159,,,
투자활동현금흐름,-83,-68,-123,-50,2,,,
재무활동현금흐름,-50,-32,160,-300,-164,,,
CAPEX,90,107,98,88,92,,,
FCF,95,-49,-148,251,67,,,
이자발생부채,662,639,799,514,377,,,
영업이익률,3.32,1.27,-1.39,6.42,3.18,,,
순이익률,1.81,-1.36,-2.89,3.72,1.31,,,
ROE(%),4.07,-2.52,-5.70,10.31,3.42,,,
ROA(%),1.90,-1.19,-2.59,4.93,1.85,,,
부채비율,111.28,111.11,130.15,90.63,78.84,,,
자본유보율,579.63,550.89,511.18,576.63,589.32,,,
EPS(원),134,-82,-176,325,114,,,
PER(배),27.47,N/A,N/A,11.93,28.70,,,
BPS(원),"3,365","3,200","3,002","3,329","3,397",,,
PBR(배),1.09,0.75,0.50,1.17,0.97,,,
현금DPS(원),50,0,0,50,50,,,
현금배당수익률,1.36,0.00,0.00,1.29,1.52,,,
현금배당성향(%),37.22,0.00,0.00,15.31,43.50,,,
발행주식수(보통주),"29,135,091","29,135,091","29,135,091","29,135,091","29,135,091",,,
