0,1,2,3,4,5,6,7,8
코미팜(건강관리),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,376,366,350,355,372,,,
영업이익,6,-2,-62,-54,-22,,,
영업이익(발표기준),6,-2,-62,-54,-22,,,
세전계속사업이익,-1,-78,-191,-139,-40,,,
당기순이익,2,-52,-155,-233,-40,,,
당기순이익(지배),3,-51,-143,-214,-28,,,
당기순이익(비지배),-1,-1,-12,-19,-11,,,
자산총계,"1,498","1,493","1,399","1,256","1,219",,,
부채총계,505,420,419,495,438,,,
자본총계,993,"1,073",980,762,781,,,
자본총계(지배),932,"1,013",934,733,763,,,
자본총계(비지배),61,60,,29,18,,,
자본금,55,55,55,64,64,,,
영업활동현금흐름,12,2,-20,10,0,,,
투자활동현금흐름,-66,8,-123,-66,-16,,,
재무활동현금흐름,190,3,72,54,-16,,,
CAPEX,91,27,54,57,17,,,
FCF,-79,-24,-75,-48,-16,,,
이자발생부채,453,373,361,409,357,,,
영업이익률,1.62,-0.41,-17.76,-15.31,-5.85,,,
순이익률,0.60,-14.18,-44.32,-65.56,-10.65,,,
ROE(%),0.34,-5.24,-14.70,-25.64,-3.77,,,
ROA(%),0.16,-3.47,-10.73,-17.52,-3.20,,,
부채비율,50.90,39.11,42.78,64.96,56.10,,,
자본유보율,"1,608.40","1,750.36","1,613.54","1,071.22","1,108.69",,,
EPS(원),5,-81,-224,-334,-44,,,
PER(배),"6,615.04",N/A,N/A,N/A,N/A,,,
BPS(원),"1,483","1,600","1,469","1,152","1,194",,,
PBR(배),20.52,20.79,12.59,13.24,11.27,,,
현금DPS(원),0,0,0,0,,,,
현금배당수익률,0.00,0.00,0.00,0.00,,,,
현금배당성향(%),0.00,0.00,0.00,0.00,0.00,,,
발행주식수(보통주),"63,124,750","63,575,047","63,849,591","63,924,375","64,185,876",,,
