0,1,2,3,4,5,6,7,8
영보화학(소재),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"1,578","1,646","1,439","1,312","1,074",,,
영업이익,163,125,72,84,44,,,
영업이익(발표기준),163,125,72,84,44,,,
세전계속사업이익,161,380,81,88,42,,,
당기순이익,112,296,57,48,27,,,
당기순이익(지배),109,293,57,51,28,,,
당기순이익(비지배),3,3,-1,-4,-2,,,
자산총계,"1,822","1,792","1,761","1,808","1,747",,,
부채총계,676,377,326,341,272,,,
자본총계,"1,146","1,415","1,435","1,467","1,475",,,
자본총계(지배),"1,131","1,397","1,419","1,455","1,475",,,
자본총계(비지배),15,17,,13,,,,
자본금,100,100,100,100,100,,,
영업활동현금흐름,203,151,141,45,91,,,
투자활동현금흐름,-41,232,-187,-77,-68,,,
재무활동현금흐름,-84,-261,-21,55,-57,,,
CAPEX,46,52,195,88,63,,,
FCF,157,99,-54,-43,28,,,
이자발생부채,288,46,46,125,91,,,
영업이익률,10.33,7.58,5.03,6.44,4.11,,,
순이익률,7.11,17.96,3.93,3.62,2.48,,,
ROE(%),10.02,23.16,4.07,3.56,1.94,,,
ROA(%),6.32,16.37,3.19,2.66,1.50,,,
부채비율,58.96,26.67,22.69,23.23,18.44,,,
자본유보율,"1,020.15","1,296.47","1,324.63","1,352.53","1,369.86",,,
EPS(원),545,"1,464",287,256,142,,,
PER(배),11.90,3.33,13.01,13.61,26.07,,,
BPS(원),"5,802","7,165","7,278","7,460","7,565",,,
PBR(배),1.12,0.68,0.51,0.47,0.49,,,
현금DPS(원),100,100,100,100,75,,,
현금배당수익률,1.54,2.05,2.68,2.87,2.02,,,
현금배당성향(%),17.88,6.66,34.02,38.08,51.46,,,
발행주식수(보통주),"20,000,000","20,000,000","20,000,000","20,000,000","20,000,000",,,
