0,1,2,3,4,5,6,7,8
에프알텍(IT),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,219,232,246,262,244,,,
영업이익,-51,-58,-29,-12,-13,,,
영업이익(발표기준),-51,-58,-29,-12,-13,,,
세전계속사업이익,-55,-35,-23,-10,-15,,,
당기순이익,-41,-27,-16,-17,-39,,,
당기순이익(지배),-41,-27,-16,-17,-39,,,
당기순이익(비지배),,,,,,,,
자산총계,529,608,562,601,580,,,
부채총계,156,264,233,288,304,,,
자본총계,373,345,330,313,275,,,
자본총계(지배),373,345,330,313,275,,,
자본총계(비지배),,,,,,,,
자본금,57,57,57,57,57,,,
영업활동현금흐름,-47,-48,-32,-14,8,,,
투자활동현금흐름,-22,-35,9,-30,30,,,
재무활동현금흐름,28,119,-3,18,6,,,
CAPEX,51,93,0,2,18,,,
FCF,-97,-141,-32,-16,-11,,,
이자발생부채,73,192,189,209,226,,,
영업이익률,-23.17,-25.08,-11.88,-4.40,-5.21,,,
순이익률,-18.82,-11.74,-6.49,-6.48,-16.05,,,
ROE(%),-10.49,-7.60,-4.74,-5.28,-13.29,,,
ROA(%),-7.17,-4.80,-2.73,-2.92,-6.62,,,
부채비율,41.81,76.41,70.54,92.10,110.56,,,
자본유보율,553.05,505.32,477.55,447.71,377.94,,,
EPS(원),-362,-239,-140,-149,-343,,,
PER(배),N/A,N/A,N/A,N/A,N/A,,,
BPS(원),"3,270","3,025","2,892","2,742","2,415",,,
PBR(배),0.91,1.02,1.07,1.99,2.63,,,
현금DPS(원),,,,,,,,
현금배당수익률,,,,,,,,
현금배당성향(%),0.00,0.00,0.00,0.00,0.00,,,
발행주식수(보통주),"11,400,000","11,400,000","11,400,000","11,400,000","11,400,000",,,
