0,1,2,3,4,5,6,7,8
레이(건강관리),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,265,329,515,731,552,954,"1,355","2,549"
영업이익,13,19,60,129,46,170,297,767
영업이익(발표기준),13,19,60,129,46,,,
세전계속사업이익,16,10,62,133,89,158,286,752
당기순이익,17,12,53,116,79,144,246,612
당기순이익(지배),17,12,53,116,79,148,244,612
당기순이익(비지배),,,,,,,,
자산총계,243,258,413,767,892,"1,223","1,722","2,794"
부채총계,109,111,150,191,239,419,638,"1,098"
자본총계,134,147,263,575,653,804,"1,084","1,696"
자본총계(지배),134,147,263,575,653,804,"1,084","1,696"
자본총계(비지배),,,,,,,,
자본금,27,27,28,33,33,33,33,33
영업활동현금흐름,6,11,43,60,29,28,129,326
투자활동현금흐름,-27,-31,-21,-234,-56,-100,-266,-462
재무활동현금흐름,63,10,60,172,58,78,92,230
CAPEX,10,8,5,13,48,80,230,360
FCF,-4,3,38,47,-19,-30,-97,-71
이자발생부채,46,49,34,48,112,,,
영업이익률,5.00,5.91,11.74,17.59,8.30,17.78,21.89,30.09
순이익률,6.46,3.50,10.19,15.81,14.32,15.12,18.18,24.01
ROE(%),20.00,8.21,25.64,27.57,12.87,20.25,25.90,44.03
ROA(%),8.46,4.60,15.66,19.60,9.53,13.65,16.73,27.10
부채비율,81.54,75.67,57.08,33.24,36.62,52.11,58.86,64.74
자본유보율,401.80,448.86,835.52,"1,626.77","1,858.21",,,
EPS(원),171,108,480,954,594,"1,048","1,695","4,242"
PER(배),,,,22.48,44.87,23.71,14.66,5.86
BPS(원),"1,256","1,376","2,336","4,324","4,907","5,573","7,513","11,755"
PBR(배),0.00,0.00,0.00,4.96,5.43,4.46,3.31,2.11
현금DPS(원),0,0,0,0,0,0,0,0
현금배당수익률,,,,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,0.00,,,
발행주식수(보통주),"10,680,076","10,680,076","11,246,534","13,306,534","13,306,534",,,
