0,1,2,3,4,5,6,7,8
삼영무역(소재),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"2,240","2,594","2,693","2,742","3,924",,,
영업이익,52,99,68,92,224,,,
영업이익(발표기준),52,99,68,92,224,,,
세전계속사업이익,296,348,364,417,411,,,
당기순이익,245,286,289,324,347,,,
당기순이익(지배),245,285,289,334,282,,,
당기순이익(비지배),0,1,1,-10,65,,,
자산총계,"3,351","3,626","3,865","5,173","5,332",,,
부채총계,484,530,520,"1,171","1,119",,,
자본총계,"2,867","3,096","3,345","4,003","4,213",,,
자본총계(지배),"2,861","3,090","3,338","3,634","3,793",,,
자본총계(비지배),6,7,,369,420,,,
자본금,82,82,82,88,92,,,
영업활동현금흐름,40,13,89,82,184,,,
투자활동현금흐름,137,-212,-124,85,135,,,
재무활동현금흐름,5,-45,-57,-83,-181,,,
CAPEX,6,4,8,63,111,,,
FCF,34,8,81,19,73,,,
이자발생부채,,0,0,335,321,,,
영업이익률,2.33,3.82,2.53,3.35,5.70,,,
순이익률,10.95,11.01,10.75,11.82,8.83,,,
ROE(%),8.95,9.58,8.99,9.59,7.59,,,
ROA(%),7.68,8.19,7.72,7.17,6.60,,,
부채비율,16.89,17.11,15.54,29.25,26.57,,,
자본유보율,"3,273.26","3,567.60","3,859.99","3,958.10","4,021.84",,,
EPS(원),"1,326","1,544","1,564","1,809","1,526",,,
PER(배),11.88,10.24,8.58,8.79,9.18,,,
BPS(원),"15,575","16,822","18,283","20,113","21,514",,,
PBR(배),1.01,0.94,0.73,0.79,0.65,,,
현금DPS(원),245,245,268,334,500,,,
현금배당수익률,1.56,1.55,1.99,2.10,3.57,,,
현금배당성향(%),18.38,15.79,16.92,18.02,31.28,,,
발행주식수(보통주),"18,466,948","18,466,948","18,466,948","18,466,948","18,466,948",,,
