0,1,2,3,4,5,6,7,8
세방전지(경기관련소비재),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"9,598","11,111","11,809","11,390","12,528",,,
영업이익,744,698,"1,113","1,057",863,,,
영업이익(발표기준),744,698,"1,113","1,057",863,,,
세전계속사업이익,825,888,"1,273","1,128",883,,,
당기순이익,628,667,966,784,667,,,
당기순이익(지배),628,666,966,784,663,,,
당기순이익(비지배),0,1,0,1,5,,,
자산총계,"10,865","11,454","12,679","15,107","15,143",,,
부채총계,"2,600","2,552","2,855","4,560","3,782",,,
자본총계,"8,265","8,902","9,824","10,547","11,362",,,
자본총계(지배),"8,261","8,897","9,820","10,542","11,060",,,
자본총계(비지배),4,5,,5,301,,,
자본금,70,70,70,70,70,,,
영업활동현금흐름,794,832,"1,416",498,"1,852",,,
투자활동현금흐름,"-1,691",-255,"-1,189",-728,-997,,,
재무활동현금흐름,136,-247,182,-135,-505,,,
CAPEX,712,468,366,250,355,,,
FCF,82,364,"1,050",248,"1,497",,,
이자발생부채,"1,370","1,173","1,369","3,028","2,276",,,
영업이익률,7.75,6.29,9.42,9.28,6.89,,,
순이익률,6.54,6.00,8.18,6.88,5.33,,,
ROE(%),7.89,7.76,10.32,7.70,6.13,,,
ROA(%),6.01,5.97,8.00,5.64,4.41,,,
부채비율,31.45,28.67,29.06,43.23,33.28,,,
자본유보율,"11,817.13","12,737.16","14,054.41","15,105.26","16,012.40",,,
EPS(원),"4,484","4,754","6,897","5,597","4,733",,,
PER(배),8.34,7.52,5.21,6.66,14.56,,,
BPS(원),"60,111","64,736","71,447","76,699","82,528",,,
PBR(배),0.62,0.55,0.50,0.49,0.83,,,
현금DPS(원),350,400,500,500,500,,,
현금배당수익률,0.94,1.12,1.39,1.34,0.73,,,
현금배당성향(%),7.66,8.26,7.12,8.77,10.11,,,
발행주식수(보통주),"14,000,000","14,000,000","14,000,000","14,000,000","14,000,000",,,
