0,1,2,3,4,5,6,7,8
싸이토젠(건강관리),"2016/12
									
(IFRS별도)","2017/12
									
(IFRS별도)","2018/12
									
(IFRS별도)","2019/12
									
(IFRS별도)","2020/12
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)","2022/12(E)
									
(IFRS별도)","2023/12(E)
									
(IFRS별도)"
매출액,8,2,12,8,6,,,
영업이익,-26,-28,-26,-45,-66,,,
영업이익(발표기준),-26,-28,-26,-45,-66,,,
세전계속사업이익,-21,-26,-26,-41,-50,,,
당기순이익,-21,-26,-26,-41,-49,,,
당기순이익(지배),-21,-26,-26,-41,-49,,,
당기순이익(비지배),,,,,,,,
자산총계,51,62,228,197,283,,,
부채총계,46,14,7,18,100,,,
자본총계,5,47,220,179,183,,,
자본총계(지배),5,47,220,179,183,,,
자본총계(비지배),,,,,,,,
자본금,19,22,28,28,28,,,
영업활동현금흐름,-24,-22,-28,-34,-45,,,
투자활동현금흐름,-2,3,-191,117,-41,,,
재무활동현금흐름,30,35,196,-3,96,,,
CAPEX,3,3,13,6,3,,,
FCF,-27,-25,-41,-39,-47,,,
이자발생부채,23,4,0,8,59,,,
영업이익률,-306.77,"-1,367.56",-212.97,-561.78,"-1,024.92",,,
순이익률,-252.89,"-1,272.69",-212.09,-518.30,-760.70,,,
ROE(%),-137.02,-100.62,-19.42,-20.72,-26.97,,,
ROA(%),-46.12,-46.69,-17.98,-19.50,-20.36,,,
부채비율,964.45,30.20,3.23,10.02,54.39,,,
자본유보율,-73.37,116.83,685.25,538.25,534.40,,,
EPS(원),-557,-677,-571,-735,-868,,,
PER(배),,,N/A,N/A,N/A,,,
BPS(원),123,"1,076","3,912","3,181","3,255",,,
PBR(배),0.00,0.00,2.81,3.95,13.12,,,
현금DPS(원),0,0,0,0,0,,,
현금배당수익률,,,0.00,0.00,0.00,,,
현금배당성향(%),0.00,0.00,0.00,0.00,0.00,,,
발행주식수(보통주),"3,855,906","4,397,864","5,633,864","5,633,864","5,633,864",,,
