0,1,2,3,4,5,6,7,8
SGA솔루션즈(IT),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,495,553,454,451,406,,,
영업이익,51,39,-92,-85,39,,,
영업이익(발표기준),51,39,-92,-85,39,,,
세전계속사업이익,38,17,-145,-272,54,,,
당기순이익,32,22,-134,-286,52,,,
당기순이익(지배),27,20,-112,-247,57,,,
당기순이익(비지배),5,2,-22,-39,-5,,,
자산총계,939,830,781,480,464,,,
부채총계,527,326,393,314,221,,,
자본총계,412,504,388,165,243,,,
자본총계(지배),386,483,377,182,243,,,
자본총계(비지배),25,22,,-17,1,,,
자본금,26,32,34,37,37,,,
영업활동현금흐름,14,-52,-6,-14,60,,,
투자활동현금흐름,-91,-21,-89,19,-54,,,
재무활동현금흐름,80,-4,151,-44,7,,,
CAPEX,7,8,6,1,0,,,
FCF,7,-60,-11,-15,59,,,
이자발생부채,308,178,285,187,139,,,
영업이익률,10.37,6.96,-20.38,-18.84,9.60,,,
순이익률,6.39,4.01,-29.62,-63.40,12.83,,,
ROE(%),7.81,4.60,-26.05,-88.20,27.09,,,
ROA(%),4.39,2.51,-16.69,-45.36,11.03,,,
부채비율,128.13,64.61,101.13,190.34,90.70,,,
자본유보율,"1,442.21","1,456.37","1,078.57",469.55,571.10,,,
EPS(원),106,66,-331,-697,157,,,
PER(배),20.81,37.02,N/A,N/A,6.64,,,
BPS(원),"1,448","1,451","1,121",499,666,,,
PBR(배),1.52,1.68,1.13,2.32,1.56,,,
현금DPS(원),0,14,0,0,0,,,
현금배당수익률,0.00,0.59,0.00,0.00,0.00,,,
현금배당성향(%),0.00,23.79,0.00,0.00,0.00,,,
발행주식수(보통주),"26,914,534","33,509,493","33,905,098","36,676,033","36,676,033",,,
