0,1,2,3,4,5,6,7,8
세동(경기관련소비재),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"1,255","1,193","1,408","1,473","1,194",,,
영업이익,-43,-57,-24,-3,-50,,,
영업이익(발표기준),-43,-57,-24,-3,-50,,,
세전계속사업이익,-23,-78,-62,-60,-97,,,
당기순이익,-26,-78,-42,-62,-88,,,
당기순이익(지배),-26,-78,-42,-62,-88,,,
당기순이익(비지배),,,,,,,,
자산총계,"1,274","1,145","1,245","1,163","1,008",,,
부채총계,"1,081",937,"1,027","1,027",931,,,
자본총계,193,208,217,136,77,,,
자본총계(지배),193,208,217,136,77,,,
자본총계(비지배),,,,0,,,,
자본금,67,98,107,107,61,,,
영업활동현금흐름,66,58,33,29,44,,,
투자활동현금흐름,-38,-56,-68,-37,37,,,
재무활동현금흐름,-15,-3,32,31,-66,,,
CAPEX,52,61,77,37,23,,,
FCF,15,-2,-44,-9,21,,,
이자발생부채,590,501,524,574,492,,,
영업이익률,-3.39,-4.80,-1.68,-0.18,-4.16,,,
순이익률,-2.05,-6.52,-2.97,-4.21,-7.39,,,
ROE(%),-12.38,-38.80,-19.65,-35.04,-82.78,,,
ROA(%),-2.04,-6.43,-3.50,-5.15,-8.13,,,
부채비율,560.87,449.69,472.71,752.84,"1,211.61",,,
자본유보율,125.70,77.64,23.38,-38.15,-88.94,,,
EPS(원),-300,-771,-381,-528,-740,,,
PER(배),N/A,N/A,N/A,N/A,N/A,,,
BPS(원),"2,239","1,932","1,852","1,162",578,,,
PBR(배),1.52,0.93,0.55,1.23,2.98,,,
현금DPS(원),0,0,0,0,0,,,
현금배당수익률,0.00,0.00,0.00,0.00,0.00,,,
현금배당성향(%),0.00,0.00,0.00,0.00,0.00,,,
발행주식수(보통주),"8,609,329","10,779,576","11,734,373","11,734,373","13,294,653",,,
