0,1,2,3,4,5,6,7,8
미코바이오메드(건강관리),"2016/12
									
(IFRS별도)","2017/12
									
(IFRS별도)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,90,30,36,41,457,,,
영업이익,-12,-44,-84,-117,35,,,
영업이익(발표기준),-51,-44,-84,-117,35,,,
세전계속사업이익,-30,-130,-88,-147,-58,,,
당기순이익,-30,-130,-88,-146,-58,,,
당기순이익(지배),-30,-130,-87,-146,-58,,,
당기순이익(비지배),,,0,0,0,,,
자산총계,82,164,242,250,710,,,
부채총계,34,141,185,240,150,,,
자본총계,48,24,57,10,559,,,
자본총계(지배),48,24,57,10,560,,,
자본총계(비지배),,,0,0,0,,,
자본금,24,46,57,65,91,,,
영업활동현금흐름,-29,-29,-68,-104,-187,,,
투자활동현금흐름,-15,-16,-40,27,-97,,,
재무활동현금흐름,15,69,136,112,398,,,
CAPEX,8,4,16,12,58,,,
FCF,-38,-33,-84,-116,-244,,,
이자발생부채,15,108,142,190,67,,,
영업이익률,-12.94,-149.74,-233.85,-284.45,7.61,,,
순이익률,-33.12,-439.44,-244.27,-357.22,-12.65,,,
ROE(%),-61.78,-362.86,,-434.64,-20.27,,,
ROA(%),-31.99,-105.46,,-59.52,-12.03,,,
부채비율,71.29,593.36,323.85,"2,402.13",26.85,,,
자본유보율,100.53,-48.29,0.25,-84.53,517.74,,,
EPS(원),-756,"-2,756",-847,"-1,233",-395,,,
PER(배),N/A,N/A,N/A,N/A,N/A,,,
BPS(원),"1,195",261,499,79,"3,084",,,
PBR(배),12.39,26.85,14.04,85.63,3.65,,,
현금DPS(원),0,0,0,0,0,,,
현금배당수익률,0.00,0.00,0.00,0.00,0.00,,,
현금배당성향(%),0.00,0.00,0.00,0.00,0.00,,,
발행주식수(보통주),"4,012,338","9,103,311","11,463,008","12,974,273","18,151,744",,,
