0,1,2,3,4,5,6,7,8
한빛소프트(커뮤니케이션서비스),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,307,393,372,438,572,,,
영업이익,-50,-15,6,-2,-7,,,
영업이익(발표기준),-50,-15,6,-2,-7,,,
세전계속사업이익,-53,28,5,-24,9,,,
당기순이익,-73,11,-87,36,-14,,,
당기순이익(지배),-71,13,-87,36,-22,,,
당기순이익(비지배),-2,-2,0,0,8,,,
자산총계,398,364,438,457,446,,,
부채총계,194,149,315,270,258,,,
자본총계,204,215,122,187,189,,,
자본총계(지배),203,217,124,173,165,,,
자본총계(비지배),1,-1,-2,14,24,,,
자본금,124,124,124,124,124,,,
영업활동현금흐름,-26,-27,14,-33,-20,,,
투자활동현금흐름,40,69,-13,41,-109,,,
재무활동현금흐름,-1,-43,0,14,96,,,
CAPEX,1,3,1,1,3,,,
FCF,-27,-30,13,-34,-23,,,
이자발생부채,50,8,8,19,108,,,
영업이익률,-16.34,-3.70,1.58,-0.43,-1.30,,,
순이익률,-23.74,2.81,-23.43,8.12,-2.39,,,
ROE(%),-37.67,6.22,-50.96,24.18,-12.71,,,
ROA(%),-18.11,2.90,-21.73,7.94,-3.03,,,
부채비율,95.37,69.03,257.68,144.00,136.52,,,
자본유보율,61.31,83.12,22.46,73.95,57.98,,,
EPS(원),-295,53,-350,145,-87,,,
PER(배),N/A,82.45,N/A,23.39,N/A,,,
BPS(원),819,874,501,700,665,,,
PBR(배),5.82,4.97,6.19,4.85,5.16,,,
현금DPS(원),0,,,,,,,
현금배당수익률,0.00,,,,,,,
현금배당성향(%),0.00,0.00,0.00,0.00,0.00,,,
발행주식수(보통주),"24,772,729","24,779,836","24,779,836","24,779,836","24,779,836",,,
