0,1,2,3,4,5,6,7,8
솔트룩스(IT),"2016/12
									
(GAAP개별)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,99,122,155,184,217,,,
영업이익,2,6,2,0,4,,,
영업이익(발표기준),2,6,2,0,4,,,
세전계속사업이익,2,3,0,7,4,,,
당기순이익,2,2,1,8,5,,,
당기순이익(지배),2,2,1,9,5,,,
당기순이익(비지배),,0,0,0,0,,,
자산총계,84,156,422,427,643,,,
부채총계,28,158,153,40,61,,,
자본총계,56,-1,269,388,582,,,
자본총계(지배),56,-2,268,387,582,,,
자본총계(비지배),,1,1,0,0,,,
자본금,12,9,17,21,25,,,
영업활동현금흐름,6,11,-25,16,36,,,
투자활동현금흐름,-9,-8,-210,-70,-151,,,
재무활동현금흐름,-1,77,244,-9,180,,,
CAPEX,0,0,1,1,9,,,
FCF,6,11,-27,15,27,,,
이자발생부채,10,125,102,6,7,,,
영업이익률,1.78,5.21,1.26,0.14,1.64,,,
순이익률,1.85,1.47,0.34,4.50,2.37,,,
ROE(%),3.33,,0.58,2.63,1.12,,,
ROA(%),2.16,,0.18,1.94,0.96,,,
부채비율,50.33,"-12,582.91",56.99,10.23,10.46,,,
자본유보율,372.14,-155.75,"1,432.20","1,691.21","2,177.95",,,
EPS(원),44,40,12,112,58,,,
PER(배),,,,,295.77,,,
BPS(원),"1,342",-47,"3,488","4,550","5,724",,,
PBR(배),0.00,0.00,0.00,0.00,3.01,,,
현금DPS(원),0,0,0,0,0,,,
현금배당수익률,,,,,0.00,,,
현금배당성향(%),0.00,0.00,0.00,0.00,0.00,,,
발행주식수(보통주),"3,600,000","3,732,600","6,878,458","8,514,030","10,161,830",,,
