0,1,2,3,4,5,6,7,8
기업은행(금융),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"155,279","169,382","185,746",,"53,883","27,525","28,872",
영업이익,"23,964","22,279","21,255","30,180","7,803","8,219","8,159","6,148"
영업이익(발표기준),"23,964","22,279","21,255",,"7,803","8,219","8,159",
세전계속사업이익,"23,995","22,402","20,869","30,630","8,073","8,494","8,381","4,914"
당기순이익,"17,643","16,143","15,479","22,439","5,920","6,224","6,121","3,951"
당기순이익(지배),"17,542","16,058","15,357","22,461","5,891","6,192","6,079","4,326"
당기순이익(비지배),100,84,122,,28,32,42,
자산총계,"2,895,094","3,181,110","3,616,162","3,929,362","3,701,770","3,783,605","3,864,500","3,929,362"
부채총계,"2,684,153","2,953,344","3,364,738","3,652,032","3,444,035","3,519,494","3,594,812","3,652,032"
자본총계,"210,942","227,766","251,423","277,332","257,734","264,111","269,688","277,332"
자본총계(지배),"209,829","226,618","250,183","270,257","256,544","262,888","268,347","270,257"
자본총계(비지배),,"1,148","1,241",,"1,191","1,223","1,341",
자본금,"32,898","33,756","41,832","42,110","41,832","42,114","42,114","42,110"
영업활동현금흐름,"-103,969","-113,516","-79,382",,"-26,538","1,990","6,789",
투자활동현금흐름,"-40,544","-53,482","-82,643",,"-13,001","-9,137","-38,178",
재무활동현금흐름,"161,970","164,652","158,719",,"35,609","19,194","41,615",
CAPEX,,,,,,,,
FCF,,,,,,,,
이자발생부채,"1,359,548","1,520,142","1,660,085",,"1,694,826","1,719,489","1,759,955",
영업이익률,15.43,13.15,11.44,,14.48,29.86,28.26,
순이익률,11.36,9.53,8.33,,10.99,22.61,21.20,
ROE(%),8.63,7.36,6.44,8.63,6.69,7.66,8.40,
ROA(%),0.63,0.53,0.46,0.60,0.47,0.54,0.59,
부채비율,"1,272.46","1,296.65","1,338.27","1,316.85","1,336.27","1,332.58","1,332.95","1,316.85"
자본유보율,541.21,574.73,501.03,,516.12,527.14,540.38,
EPS(원),"2,666","2,393","2,005","2,823",744,778,762,542
PER(배),5.27,4.93,4.41,3.79,4.48,4.41,3.89,
BPS(원),"31,891","33,567","33,494","35,911","34,346","34,932","35,657","35,911"
PBR(배),0.44,0.35,0.26,0.30,0.27,0.30,0.29,0.30
현금DPS(원),690,670,471,684,0,0,,
현금배당수익률,4.91,5.68,5.33,6.40,,,,
현금배당성향(%),23.38,23.83,24.28,22.68,0.00,0.00,0.00,
발행주식수(보통주),"559,978,815","577,156,979","738,664,360",,"738,664,360","744,300,587","744,300,587",
