0,1,2,3,4,5,6,7,8
현대중공업지주(에너지),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"272,566","266,303","189,110","255,850","60,755","63,303","72,775",
영업이익,"8,614","6,666","-5,971","10,900","5,343","1,846","3,017",
영업이익(발표기준),"8,614","6,666","-5,971",,"5,343","1,846","3,017",
세전계속사업이익,"4,311","2,028","-10,532","7,940","3,876","1,406","1,258",
당기순이익,"2,840","1,153","-7,897","4,890","2,944",218,593,
당기순이익(지배),"2,686","1,732","-6,092","1,630","1,515","-1,265",37,
당기순이익(비지배),154,-579,"-1,805",,"1,429","1,483",556,
자산총계,"233,478","257,155","265,590","290,520","278,219","296,727","358,174","290,520"
부채총계,"127,937","138,308","154,611","178,530","167,125","185,161","236,978","178,530"
자본총계,"105,542","118,847","110,979","111,990","111,095","111,566","121,196","111,990"
자본총계(지배),"77,275","79,920","70,149","66,720","69,378","66,646","64,667","66,720"
자본총계(비지배),,"38,927","40,829",,"41,717","44,920","56,529",
자본금,814,814,814,810,814,814,814,810
영업활동현금흐름,"6,681","12,056","8,871","20,560","-2,864","7,712","-2,762",
투자활동현금흐름,"-17,852","-16,398","-18,184","-23,740","-6,934","-6,405",119,
재무활동현금흐름,"10,929","13,639","9,501","4,180","9,017","3,746","2,487",
CAPEX,"8,901","12,455","22,108","21,730","6,560","5,673","4,199",
FCF,"-2,220",-399,"-13,237",,"-9,424","2,039","-6,961",
이자발생부채,"78,795","86,496","108,744",,"118,840","130,754","154,661",
영업이익률,3.16,2.50,-3.16,4.26,8.79,2.92,4.15,
순이익률,1.04,0.43,-4.18,1.91,4.85,0.35,0.82,
ROE(%),3.53,2.20,-8.12,2.38,-3.16,-4.87,-4.92,
ROA(%),1.28,0.47,-3.02,1.76,-0.51,-0.36,-0.24,
부채비율,121.22,116.38,139.32,159.42,150.44,165.97,195.53,159.42
자본유보율,"9,928.56","10,260.21","9,094.16",,"8,973.08","8,817.34","8,685.09",
EPS(원),"3,299","2,127","-7,631","2,063","1,918","-1,601",47,
PER(배),20.98,31.78,N/A,24.06,N/A,N/A,N/A,
BPS(원),"105,699","109,317","99,265","94,413","98,174","94,309","91,508","94,413"
PBR(배),0.65,0.62,0.57,0.53,0.59,0.75,0.71,0.53
현금DPS(원),"3,700","3,700","3,700","3,700",0,"1,850",0,
현금배당수익률,5.35,5.47,6.53,7.45,,,,
현금배당성향(%),100.70,156.15,-42.92,179.31,0.00,-103.36,0.00,
발행주식수(보통주),"81,433,085","81,433,085","78,993,085",,"78,993,085","78,993,085","78,993,085",
