0,1,2,3,4,5,6,7,8
LX세미콘(IT),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"7,918","8,671","11,619","18,846","4,056","4,493","5,054","5,258"
영업이익,558,473,942,"3,846",592,956,"1,290","1,025"
영업이익(발표기준),558,473,942,,592,956,"1,290",
세전계속사업이익,592,469,909,"3,938",647,955,"1,342","1,049"
당기순이익,490,385,725,"3,109",508,729,"1,045",900
당기순이익(지배),490,385,725,"3,108",508,729,"1,045",660
당기순이익(비지배),,,,,,,,
자산총계,"6,076","6,297","7,506","11,064","8,337","9,210","11,058","11,064"
부채총계,"1,609","1,575","2,183","3,118","2,725","2,868","3,669","3,118"
자본총계,"4,466","4,722","5,323","7,969","5,613","6,342","7,389","7,969"
자본총계(지배),"4,466","4,722","5,323","7,969","5,613","6,342","7,389","7,969"
자본총계(비지배),,,,,,,,
자본금,81,81,81,80,81,81,81,80
영업활동현금흐름,274,207,830,"2,347",582,524,"1,414",
투자활동현금흐름,"1,318","-1,172",-754,-846,-441,-254,"-1,316",
재무활동현금흐름,-114,-163,-166,-291,-8,-228,-9,
CAPEX,124,104,173,188,37,142,18,
FCF,150,103,657,"2,201",545,382,"1,395",
이자발생부채,0,99,82,,80,74,76,
영업이익률,7.05,5.45,8.11,20.41,14.61,21.27,25.52,19.48
순이익률,6.18,4.44,6.24,16.50,12.53,16.23,20.67,17.13
ROE(%),11.40,8.39,14.44,46.77,21.40,31.76,38.94,
ROA(%),8.50,6.23,10.51,33.48,15.10,22.09,25.68,
부채비율,36.04,33.36,41.02,39.12,48.54,45.21,49.65,39.12
자본유보율,"5,397.94","5,711.99","6,451.03",,"6,805.95","7,702.33","8,986.98",
EPS(원),"3,010","2,370","4,459","19,112","3,125","4,482","6,423","4,058"
PER(배),11.16,16.80,13.05,7.31,11.12,11.19,6.74,
BPS(원),"27,460","29,033","32,727","48,999","34,510","38,995","45,431","48,999"
PBR(배),1.22,1.37,1.78,2.85,2.19,3.12,2.23,2.85
현금DPS(원),830,830,"1,350","3,344",0,0,0,
현금배당수익률,2.47,2.09,2.32,2.39,,,,
현금배당성향(%),27.57,35.03,30.27,17.50,0.00,0.00,0.00,
발행주식수(보통주),"16,264,300","16,264,300","16,264,300",,"16,264,300","16,264,300","16,264,300",
