0,1,2,3,4,5,6,7,8
경남제약(건강관리),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,414,448,709,,166,227,120,
영업이익,-8,-31,22,,6,15,-85,
영업이익(발표기준),-8,-31,22,,6,15,-85,
세전계속사업이익,63,-62,-75,,37,56,-95,
당기순이익,37,-45,-55,,29,36,-76,
당기순이익(지배),37,-45,-55,,29,36,-76,
당기순이익(비지배),,,,,,,,
자산총계,532,745,"1,267",,"1,240","1,305","1,204",
부채총계,242,133,693,,629,504,456,
자본총계,289,612,574,,611,800,747,
자본총계(지배),289,612,574,,611,800,747,
자본총계(비지배),,,,,,,,
자본금,62,85,87,,87,99,100,
영업활동현금흐름,-18,-64,26,,-15,-27,-71,
투자활동현금흐름,-33,8,-501,,-10,-9,-24,
재무활동현금흐름,49,211,463,,-7,-4,-8,
CAPEX,5,13,176,,5,9,5,
FCF,-23,-77,-150,,-20,-36,-76,
이자발생부채,146,10,414,,415,312,296,
영업이익률,-2.03,-7.03,3.14,,3.88,6.54,-70.87,
순이익률,8.98,-10.15,-7.74,,17.14,15.82,-63.20,
ROE(%),,-10.09,-9.26,,-5.86,-1.66,-7.57,
ROA(%),,-7.12,-5.46,,-3.63,-1.08,-4.28,
부채비율,83.86,21.68,120.79,,102.81,63.00,61.07,
자본유보율,363.75,613.18,553.88,,597.70,707.46,642.56,
EPS(원),289,-259,-281,,144,177,-334,
PER(배),52.66,N/A,N/A,,N/A,N/A,N/A,
BPS(원),"2,351","3,588","3,289",,"3,506","4,052","3,728",
PBR(배),7.32,2.77,2.45,,2.00,1.74,1.77,
현금DPS(원),0,0,0,,0,0,0,
현금배당수익률,0.00,0.00,0.00,,,,,
현금배당성향(%),0.00,0.00,0.00,,0.00,0.00,0.00,
발행주식수(보통주),"13,915,285","19,293,017","19,733,222",,"19,733,222","22,352,433","22,682,585",
