0,1,2,3,4,5,6,7,8
서원(소재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"2,580","2,577","2,381",,750,860,764,
영업이익,86,80,81,,46,66,22,
영업이익(발표기준),86,80,81,,46,66,22,
세전계속사업이익,86,38,-35,,92,56,43,
당기순이익,70,31,-57,,83,48,42,
당기순이익(지배),70,31,-55,,81,50,41,
당기순이익(비지배),0,0,-2,,2,-2,1,
자산총계,"2,201","2,220","2,260",,"2,507","2,689","2,759",
부채총계,"1,148","1,143","1,204",,"1,364","1,496","1,516",
자본총계,"1,053","1,077","1,056",,"1,143","1,194","1,244",
자본총계(지배),"1,003","1,025","1,006",,"1,090","1,142","1,189",
자본총계(비지배),,52,50,,53,52,55,
자본금,237,237,237,,237,237,237,
영업활동현금흐름,32,18,-72,,-113,-13,38,
투자활동현금흐름,-16,13,6,,-76,-10,-10,
재무활동현금흐름,-52,-53,93,,182,94,13,
CAPEX,9,20,7,,3,4,6,
FCF,23,-2,-79,,-116,-17,31,
이자발생부채,"1,005",966,"1,027",,"1,217","1,313","1,336",
영업이익률,3.33,3.09,3.38,,6.09,7.65,2.81,
순이익률,2.73,1.22,-2.37,,11.00,5.59,5.45,
ROE(%),7.47,3.06,-5.38,,0.67,6.80,10.08,
ROA(%),3.26,1.42,-2.52,,0.34,3.08,4.56,
부채비율,109.05,106.18,114.03,,119.28,125.31,121.85,
자본유보율,208.28,217.92,196.76,,230.92,251.94,269.24,
EPS(원),148,65,-115,,171,105,86,
PER(배),7.29,43.26,N/A,,162.81,17.89,9.66,
BPS(원),"2,158","2,207","2,118",,"2,296","2,404","2,504",
PBR(배),0.50,1.28,1.31,,1.09,1.17,0.92,
현금DPS(원),15,10,,,,,,
현금배당수익률,1.39,0.35,,,,,,
현금배당성향(%),9.90,14.96,0.00,,0.00,,0.00,
발행주식수(보통주),"47,474,590","47,474,590","47,474,590",,"47,474,590",,,
