0,1,2,3,4,5,6,7,8
CJ 바이오사이언스(건강관리),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,39,48,53,,12,14,11,
영업이익,-34,-45,-85,,-21,-30,-25,
영업이익(발표기준),-34,-45,-85,,-21,-30,-25,
세전계속사업이익,-31,-43,-88,,-35,-67,-27,
당기순이익,-31,-43,-88,,-35,-67,-27,
당기순이익(지배),-31,-43,-88,,-35,-67,-27,
당기순이익(비지배),,,,,,,,
자산총계,128,337,734,,707,663,652,
부채총계,21,29,389,,395,416,430,
자본총계,108,309,345,,313,247,223,
자본총계(지배),108,309,345,,313,247,223,
자본총계(비지배),,,,,,,,
자본금,16,19,19,,20,20,20,
영업활동현금흐름,-20,-25,-80,,-26,-21,-11,
투자활동현금흐름,-2,-262,-265,,49,30,-5,
재무활동현금흐름,0,233,423,,1,-1,-1,
CAPEX,1,4,189,,1,2,5,
FCF,-22,-29,-268,,-27,-23,-16,
이자발생부채,0,7,358,,368,390,402,
영업이익률,-86.81,-94.47,-160.28,,-171.83,-210.37,-238.60,
순이익률,-79.89,-90.85,-164.97,,-284.53,-473.71,-252.49,
ROE(%),-26.19,-20.88,-26.82,,-34.37,-56.01,-62.97,
ROA(%),-22.54,-18.66,-16.36,,-17.95,-26.82,-21.51,
부채비율,19.09,9.36,112.74,,126.36,168.63,193.16,
자본유보율,512.90,"1,446.99","1,656.08",,"1,481.72","1,137.11","1,000.56",
EPS(원),-976,"-1,316","-2,269",,-889,"-1,723",-683,
PER(배),,N/A,N/A,,N/A,N/A,N/A,
BPS(원),"3,348","8,101","8,859",,"7,993","6,313","5,691",
PBR(배),0.00,4.64,5.78,,4.13,5.51,6.95,
현금DPS(원),0,0,0,,0,0,0,
현금배당수익률,,0.00,0.00,,,,,
현금배당성향(%),0.00,0.00,0.00,,,,0.00,
발행주식수(보통주),"3,219,031","3,808,948","3,892,348",,"3,909,848","3,909,848","3,909,848",
