0,1,2,3,4,5,6,7,8
유니드(소재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"8,140","8,752","8,905","10,549","2,596","2,713","2,715","2,524"
영업이익,801,848,962,"1,816",438,554,437,386
영업이익(발표기준),801,848,962,,438,554,437,
세전계속사업이익,629,876,908,"2,410",438,"1,247",432,
당기순이익,360,675,768,"2,007",371,"1,026",365,245
당기순이익(지배),361,676,769,"2,008",371,"1,027",365,245
당기순이익(비지배),-1,-1,-1,,0,0,0,
자산총계,"11,119","10,763","11,208","12,200","11,548","12,230","13,213","12,200"
부채총계,"4,564","3,675","3,388","2,650","3,344","2,906","3,302","2,650"
자본총계,"6,554","7,088","7,820","9,550","8,204","9,324","9,911","9,550"
자본총계(지배),"6,576","7,110","7,843",,"8,228","9,348","9,935",
자본총계(비지배),,-22,-24,,-24,-24,-24,
자본금,444,444,444,440,444,444,444,440
영업활동현금흐름,550,725,"1,579","1,110",26,318,208,
투자활동현금흐름,-483,-150,-25,-260,-24,167,-290,
재무활동현금흐름,-238,-922,-979,-600,-109,-290,38,
CAPEX,732,458,361,560,57,171,128,
FCF,-183,267,"1,218",880,-31,148,80,
이자발생부채,"3,774","3,064","2,221",,"2,146","1,979","2,170",
영업이익률,9.84,9.69,10.81,17.21,16.87,20.43,16.09,15.29
순이익률,4.42,7.71,8.63,19.03,14.30,37.82,13.44,9.71
ROE(%),5.52,9.87,10.29,,12.61,20.89,21.24,
ROA(%),3.23,6.17,6.99,17.15,8.56,15.08,15.54,
부채비율,69.64,51.84,43.33,27.75,40.77,31.16,33.32,27.75
자본유보율,"1,468.23","1,604.05","1,748.53",,"1,804.70","2,000.95","2,082.97",
EPS(원),"4,062","7,600","8,656","22,588","4,179","11,547","4,110","2,756"
PER(배),10.34,6.15,5.58,4.23,6.17,3.94,6.20,
BPS(원),"73,967","79,982","89,826",,"94,227","107,061","113,780",
PBR(배),0.57,0.58,0.54,,0.72,0.72,1.16,
현금DPS(원),"1,100","1,200","1,400","1,600",0,0,0,
현금배당수익률,2.62,2.57,2.90,1.67,,,,
현금배당성향(%),27.08,15.79,15.89,7.08,0.00,0.00,0.00,
발행주식수(보통주),"8,889,843","8,889,843","8,889,843",,"8,889,843",,,
