0,1,2,3,4,5,6,7,8
SGA솔루션즈(IT),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,454,451,406,,55,58,38,
영업이익,-92,-85,39,,6,12,-12,
영업이익(발표기준),-92,-85,39,,6,12,-12,
세전계속사업이익,-145,-272,54,,8,-12,-13,
당기순이익,-134,-286,52,,8,-14,-13,
당기순이익(지배),-112,-247,57,,8,-14,-13,
당기순이익(비지배),-22,-39,-5,,0,0,0,
자산총계,781,480,464,,446,480,611,
부채총계,393,314,221,,182,184,281,
자본총계,388,165,243,,264,297,330,
자본총계(지배),377,182,243,,263,296,329,
자본총계(비지배),,-17,1,,1,1,1,
자본금,34,37,37,,39,43,46,
영업활동현금흐름,-6,-14,60,,19,0,11,
투자활동현금흐름,-89,19,-54,,-22,9,4,
재무활동현금흐름,151,-44,7,,-11,18,145,
CAPEX,6,1,0,,0,3,0,
FCF,-11,-15,59,,19,-2,11,
이자발생부채,285,187,139,,116,108,232,
영업이익률,-20.38,-18.84,9.60,,10.46,21.22,-29.96,
순이익률,-29.62,-63.40,12.83,,14.63,-24.53,-33.28,
ROE(%),-26.05,-88.20,27.09,,38.18,28.58,23.16,
ROA(%),-16.69,-45.36,11.03,,17.76,14.57,11.00,
부채비율,101.13,190.34,90.70,,68.80,61.86,85.16,
자본유보율,"1,078.57",469.55,571.10,,581.91,591.44,613.62,
EPS(원),-331,-697,157,,21,-35,-28,
PER(배),N/A,N/A,6.64,,6.56,10.33,9.81,
BPS(원),"1,121",499,666,,680,693,717,
PBR(배),1.13,2.32,1.56,,2.11,2.60,1.94,
현금DPS(원),0,0,0,,0,,,
현금배당수익률,0.00,0.00,0.00,,,,,
현금배당성향(%),0.00,0.00,0.00,,0.00,,0.00,
발행주식수(보통주),"33,905,098","36,676,033","36,676,033",,"38,943,605","42,918,480","46,175,806",
