0,1,2,3,4,5,6,7,8
대원전선(산업재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"4,295","4,013","3,673",,"1,015","1,198","1,166",
영업이익,43,10,43,,18,11,-1,
영업이익(발표기준),43,10,43,,18,11,-1,
세전계속사업이익,25,-9,31,,15,-33,29,
당기순이익,12,-8,23,,12,-25,30,
당기순이익(지배),12,-8,23,,12,-25,30,
당기순이익(비지배),,,,,,,,
자산총계,"1,915","1,896","1,920",,"2,089","2,268","2,313",
부채총계,"1,101","1,092","1,066",,"1,222","1,425","1,439",
자본총계,814,804,854,,868,842,874,
자본총계(지배),814,804,854,,868,842,874,
자본총계(비지배),,,,,,,,
자본금,354,354,368,,368,368,368,
영업활동현금흐름,-109,41,82,,-94,167,-156,
투자활동현금흐름,112,10,-47,,-19,-12,13,
재무활동현금흐름,-9,-36,-38,,112,-155,137,
CAPEX,28,25,24,,6,5,3,
FCF,-138,17,58,,-101,162,-159,
이자발생부채,391,362,300,,411,243,381,
영업이익률,1.01,0.25,1.16,,1.81,0.93,-0.11,
순이익률,0.29,-0.20,0.63,,1.16,-2.11,2.53,
ROE(%),1.53,-1.01,2.79,,3.57,-0.74,2.72,
ROA(%),0.60,-0.43,1.21,,1.54,-0.31,1.10,
부채비율,135.33,135.94,124.89,,140.84,169.17,164.63,
자본유보율,131.07,127.92,132.48,,135.68,128.81,136.83,
EPS(원),18,-12,32,,16,-34,40,
PER(배),89.94,N/A,33.60,,36.02,N/A,64.31,
BPS(원),"1,151","1,136","1,159",,"1,178","1,144","1,187",
PBR(배),1.37,1.03,0.93,,1.26,2.69,1.72,
현금DPS(원),0,0,,,,,,
현금배당수익률,0.00,0.00,,,,,,
현금배당성향(%),0.00,0.00,0.00,,0.00,,,
발행주식수(보통주),"68,107,171","68,107,171","71,016,967",,"71,016,967","71,016,967","71,016,967",
