0,1,2,3,4,5,6,7,8
누리플렉스(IT),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"1,904","1,479","1,100",,144,306,163,
영업이익,173,116,29,,-15,75,21,
영업이익(발표기준),173,116,29,,-15,75,21,
세전계속사업이익,174,104,17,,-4,74,36,
당기순이익,117,89,29,,-4,74,40,
당기순이익(지배),117,89,29,,-4,74,40,
당기순이익(비지배),0,0,0,,0,0,0,
자산총계,"1,286","1,286","1,237",,"1,245","1,380","1,358",
부채총계,676,602,541,,552,613,552,
자본총계,610,683,696,,693,767,807,
자본총계(지배),609,683,696,,692,766,806,
자본총계(비지배),,0,0,,0,0,0,
자본금,60,60,60,,60,60,60,
영업활동현금흐름,97,164,64,,-30,145,-43,
투자활동현금흐름,-68,-80,-155,,20,23,-49,
재무활동현금흐름,-20,-45,40,,-10,-14,-26,
CAPEX,64,32,12,,1,7,5,
FCF,33,132,51,,-31,138,-48,
이자발생부채,332,324,373,,363,346,321,
영업이익률,9.10,7.85,2.63,,-10.22,24.64,12.85,
순이익률,6.17,5.99,2.61,,-2.55,24.26,24.43,
ROE(%),21.34,13.73,4.15,,0.56,7.53,9.46,
ROA(%),8.75,6.89,2.27,,0.33,4.25,5.63,
부채비율,110.87,88.16,77.70,,79.73,79.99,68.44,
자본유보율,949.92,"1,086.75","1,126.27",,"1,120.07","1,243.15","1,308.87",
EPS(원),974,736,237,,-31,616,329,
PER(배),5.77,7.46,34.20,,223.26,23.63,14.30,
BPS(원),"5,200","5,908","6,161",,"6,128","6,784","7,136",
PBR(배),1.08,0.93,1.32,,1.16,1.61,1.21,
현금DPS(원),50,50,,,,,,
현금배당수익률,0.89,0.91,,,,,,
현금배당성향(%),4.99,6.51,0.00,,0.00,,0.00,
발행주식수(보통주),"12,055,535","12,055,535","12,055,535",,"12,055,535",,,
