0,1,2,3,4,5,6,7,8
국일신동(소재),"2018/12
									
(IFRS별도)","2019/12
									
(IFRS별도)","2020/12
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)","2021/03
									
(IFRS별도)","2021/06
									
(IFRS별도)","2021/09
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)"
매출액,293,286,252,,71,65,63,
영업이익,12,-2,-1,,5,2,2,
영업이익(발표기준),12,-2,-1,,5,2,2,
세전계속사업이익,12,-2,1,,5,2,2,
당기순이익,10,-1,1,,4,2,1,
당기순이익(지배),10,-1,1,,4,2,1,
당기순이익(비지배),,,,,,,,
자산총계,473,534,523,,524,525,526,
부채총계,61,60,52,,52,52,51,
자본총계,412,473,471,,472,474,475,
자본총계(지배),412,473,471,,472,474,475,
자본총계(비지배),,,,,,,,
자본금,55,55,55,,55,55,55,
영업활동현금흐름,-4,9,15,,-4,5,-4,
투자활동현금흐름,-6,-65,-7,,2,0,-1,
재무활동현금흐름,2,64,-8,,,-3,,
CAPEX,11,13,3,,1,0,1,
FCF,-15,-4,12,,-5,5,-4,
이자발생부채,15,9,6,,6,6,6,
영업이익률,4.06,-0.55,-0.56,,7.45,3.64,2.42,
순이익률,3.46,-0.36,0.37,,6.05,2.84,2.33,
ROE(%),2.46,-0.23,0.20,,0.99,2.15,2.81,
ROA(%),2.13,-0.21,0.18,,0.89,1.94,2.54,
부채비율,14.83,12.74,11.11,,11.02,10.92,10.70,
자본유보율,711.15,753.71,748.88,,750.62,753.94,756.58,
EPS(원),91,-9,8,,39,17,13,
PER(배),48.64,N/A,464.97,,107.65,56.04,33.37,
BPS(원),"4,067","4,269","4,244",,"4,253","4,270","4,283",
PBR(배),1.09,1.39,0.93,,1.07,1.19,0.93,
현금DPS(원),50,50,30,,,,,
현금배당수익률,1.13,0.84,0.76,,,,,
현금배당성향(%),50.03,-536.32,354.94,,,,0.00,
발행주식수(보통주),"11,090,000","11,090,000","11,090,000",,"11,090,000","11,090,000","11,090,000",
