0,1,2,3,4,5,6,7,8
비비안(경기관련소비재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"2,114","1,967","1,833",,389,612,447,
영업이익,-45,31,20,,-9,23,7,
영업이익(발표기준),-45,31,20,,-9,23,7,
세전계속사업이익,-51,31,-507,,-9,58,29,
당기순이익,-58,-24,-523,,-6,51,18,
당기순이익(지배),-59,-22,-523,,-6,51,18,
당기순이익(비지배),1,-2,0,,,,,
자산총계,"1,411","1,333","1,890",,"1,940","2,110","2,109",
부채총계,365,320,988,,"1,024","1,085",997,
자본총계,"1,046","1,013",903,,916,"1,024","1,113",
자본총계(지배),"1,064","1,033",903,,916,"1,024","1,113",
자본총계(비지배),-18,-20,,,,,,
자본금,69,69,134,,136,139,149,
영업활동현금흐름,8,133,33,,-2,-1,-42,
투자활동현금흐름,14,15,"-1,048",,160,-69,-36,
재무활동현금흐름,-15,-91,"1,078",,-45,40,68,
CAPEX,10,9,115,,1,1,6,
FCF,-2,124,-83,,-3,-1,-47,
이자발생부채,97,98,715,,692,690,682,
영업이익률,-2.14,1.58,1.10,,-2.30,3.74,1.67,
순이익률,-2.73,-1.24,-28.53,,-1.64,8.33,3.92,
ROE(%),-5.30,-2.12,-54.00,,-52.79,-25.67,-16.97,
ROA(%),-3.97,-1.77,-32.44,,-29.25,-11.34,-8.77,
부채비율,34.92,31.56,109.45,,111.76,105.95,89.61,
자본유보율,"1,495.98","1,448.10",597.86,,595.07,634.18,642.84,
EPS(원),-426,-162,"-3,030",,-24,184,59,
PER(배),N/A,N/A,N/A,,N/A,N/A,N/A,
BPS(원),"8,797","8,543","3,483",,"3,474","3,684","3,734",
PBR(배),0.29,1.01,1.09,,1.01,1.18,0.87,
현금DPS(원),100,0,0,,0,,,
현금배당수익률,3.87,0.00,0.00,,,,,
현금배당성향(%),-15.51,0.00,0.00,,0.00,,0.00,
발행주식수(보통주),"13,735,890","13,735,890","26,735,890",,"27,194,605","27,806,225","29,793,990",
