0,1,2,3,4,5,6,7,8
삼성공조(경기관련소비재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,809,752,638,,183,208,191,
영업이익,-11,-41,-13,,3,-5,7,
영업이익(발표기준),-11,-41,-13,,3,-5,7,
세전계속사업이익,80,65,57,,29,19,26,
당기순이익,63,50,54,,22,13,20,
당기순이익(지배),63,48,54,,22,14,20,
당기순이익(비지배),1,3,0,,0,-1,0,
자산총계,"2,602","2,584","2,582",,"2,606","2,656","2,668",
부채총계,463,397,356,,368,405,393,
자본총계,"2,139","2,187","2,226",,"2,239","2,251","2,275",
자본총계(지배),"2,125","2,171","2,210",,"2,223","2,236","2,259",
자본총계(비지배),,17,15,,16,15,16,
자본금,41,41,41,,41,41,41,
영업활동현금흐름,15,74,96,,13,62,21,
투자활동현금흐름,54,-126,29,,-91,-9,-19,
재무활동현금흐름,-11,-21,-12,,0,-10,0,
CAPEX,37,43,22,,2,10,10,
FCF,-22,31,74,,11,52,10,
이자발생부채,91,76,75,,76,72,72,
영업이익률,-1.40,-5.42,-2.04,,1.44,-2.25,3.43,
순이익률,7.83,6.70,8.45,,12.08,6.17,10.64,
ROE(%),2.99,2.21,2.46,,3.01,3.51,4.24,
ROA(%),2.42,1.94,2.09,,2.53,2.93,3.57,
부채비율,21.64,18.14,16.00,,16.42,18.01,17.29,
자본유보율,"5,088.52","5,183.88","5,301.94",,"5,340.82","5,374.86","5,424.22",
EPS(원),771,585,664,,271,167,245,
PER(배),11.81,13.65,10.87,,12.03,24.53,15.00,
BPS(원),"26,505","27,069","27,565",,"27,722","27,878","28,166",
PBR(배),0.34,0.30,0.26,,0.35,0.84,0.62,
현금DPS(원),80,60,80,,,,,
현금배당수익률,0.88,0.75,1.11,,,,,
현금배당성향(%),10.24,10.12,11.88,,0.00,,0.00,
발행주식수(보통주),"8,126,314","8,126,314","8,126,314",,"8,126,314",,,
