0,1,2,3,4,5,6,7,8
GRT(소재),"2019/06
									
(IFRS연결)","2020/06
									
(IFRS연결)","2021/06
									
(IFRS연결)","2022/06(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"3,680","3,434","3,678",,897,979,"1,018",
영업이익,774,679,567,,149,143,134,
영업이익(발표기준),774,679,567,,149,143,134,
세전계속사업이익,767,621,561,,150,140,137,
당기순이익,649,515,442,,127,84,115,
당기순이익(지배),649,516,443,,129,84,118,
당기순이익(비지배),0,-1,-2,,-1,0,-3,
자산총계,"5,798","6,234","8,433",,"6,954","8,433","10,591",
부채총계,727,600,"1,950",,871,"1,950","3,687",
자본총계,"5,071","5,633","6,483",,"6,083","6,483","6,904",
자본총계(지배),"4,721","5,281","5,765",,"5,727","5,765","6,156",
자본총계(비지배),350,352,718,,356,718,748,
자본금,"1,294","1,307","1,346",,"1,327","1,346","1,409",
영업활동현금흐름,645,828,583,,256,-94,307,
투자활동현금흐름,"-1,284","-1,827","-1,809",,-21,"-1,529",-545,
재무활동현금흐름,"1,925",-94,"1,332",,13,"1,352","1,407",
CAPEX,132,"1,901","1,829",,24,"1,475",549,
FCF,513,"-1,073","-1,246",,232,"-1,570",-242,
이자발생부채,323,246,"1,366",,235,"1,366","2,898",
영업이익률,21.03,19.76,15.41,,16.59,14.65,13.13,
순이익률,17.65,15.01,12.01,,14.20,8.59,11.28,
ROE(%),15.94,10.32,8.03,,8.50,8.03,7.58,
ROA(%),13.08,8.57,6.02,,7.06,6.03,5.14,
부채비율,14.34,10.66,30.08,,14.31,30.08,53.41,
자본유보율,264.74,304.20,328.18,,331.49,328.18,336.76,
EPS(원),964,766,658,,191,125,175,
PER(배),2.15,1.86,1.45,,1.40,1.44,1.45,
BPS(원),"7,007","7,838","8,557",,"8,500","8,557","9,137",
PBR(배),0.30,0.18,0.11,,0.11,0.11,0.10,
현금DPS(원),0,0,0,,0,0,0,
현금배당수익률,0.00,0.00,0.00,,,,,
현금배당성향(%),0.00,0.00,0.00,,0.00,0.00,0.00,
발행주식수(보통주),"67,375,000","67,375,000","67,375,000",,"67,375,000","67,375,000",,
