0,1,2,3,4,5,6,7,8
스카이라이프(커뮤니케이션서비스),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"6,908","6,946","6,987","7,140","1,669","1,751","1,784","2,062"
영업이익,667,694,738,751,217,232,120,179
영업이익(발표기준),667,694,738,,217,232,120,
세전계속사업이익,680,768,788,831,227,275,135,215
당기순이익,520,560,582,623,172,214,96,145
당기순이익(지배),516,546,572,604,167,208,90,169
당기순이익(비지배),4,14,10,,5,6,6,
자산총계,"8,160","8,483","9,195","10,235","9,297","9,434","12,254","10,235"
부채총계,"1,498","1,428","1,750","2,338","1,838","1,753","4,443","2,338"
자본총계,"6,662","7,054","7,444","7,897","7,459","7,681","7,811","7,897"
자본총계(지배),"6,613","6,991","7,372","7,806","7,381","7,596","7,721","7,806"
자본총계(비지배),,63,73,,78,85,90,
자본금,"1,196","1,196","1,196","1,198","1,196","1,196","1,196","1,198"
영업활동현금흐름,"1,835","1,525","1,602","1,098",381,407,-199,
투자활동현금흐름,"-1,398","-1,016","-1,045",-204,169,32,"-2,807",
재무활동현금흐름,-776,-188,-196,-150,-14,-171,"2,491",
CAPEX,687,435,430,332,115,72,101,
FCF,"1,148","1,090","1,171","2,436",266,336,-300,
이자발생부채,33,87,92,,79,76,"2,596",
영업이익률,9.66,9.98,10.57,10.52,12.98,13.23,6.74,8.68
순이익률,7.53,8.06,8.33,8.72,10.31,12.20,5.36,7.03
ROE(%),8.33,8.02,7.97,7.96,7.75,7.49,7.09,
ROA(%),6.46,6.73,6.58,6.41,6.41,6.30,5.16,
부채비율,22.49,20.25,23.51,29.61,24.64,22.83,56.88,29.61
자본유보율,458.83,490.52,526.06,,526.83,544.83,553.21,
EPS(원),"1,079","1,141","1,196","1,264",349,435,188,353
PER(배),10.65,7.64,7.36,6.70,7.41,9.27,8.93,
BPS(원),"13,903","14,699","15,499","16,407","15,518","15,970","16,231","16,407"
PBR(배),0.83,0.59,0.57,0.52,0.56,0.67,0.61,0.52
현금DPS(원),350,350,350,357,0,0,0,
현금배당수익률,3.04,4.01,3.97,4.22,,,,
현금배당성향(%),32.25,30.51,29.09,28.27,0.00,0.00,0.00,
발행주식수(보통주),"47,821,966","47,821,966","47,821,966",,"47,821,966","47,821,966",,
