0,1,2,3,4,5,6,7,8
티엘비(IT),"2018/12
									
(GAAP개별)","2019/12
									
(GAAP개별)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"1,221","1,491","1,841",,424,404,443,
영업이익,44,105,152,,18,27,48,
영업이익(발표기준),44,105,152,,18,27,48,
세전계속사업이익,36,105,143,,25,29,53,
당기순이익,31,91,118,,20,24,41,
당기순이익(지배),31,91,118,,20,24,41,
당기순이익(비지배),,,0,,0,0,0,
자산총계,592,751,"1,136",,"1,144","1,144","1,247",
부채총계,413,484,426,,413,390,452,
자본총계,178,267,710,,730,754,795,
자본총계(지배),178,267,710,,730,754,795,
자본총계(비지배),,,0,,0,0,0,
자본금,20,20,25,,25,25,25,
영업활동현금흐름,89,57,167,,-30,-48,37,
투자활동현금흐름,-21,-31,-266,,67,-18,-68,
재무활동현금흐름,-81,-13,283,,-3,36,43,
CAPEX,16,36,57,,32,14,169,
FCF,73,21,110,,-62,-63,-132,
이자발생부채,234,222,178,,176,217,260,
영업이익률,3.59,7.04,8.23,,4.16,6.75,10.77,
순이익률,2.57,6.09,6.42,,4.77,6.00,9.22,
ROE(%),19.33,40.80,,,,15.18,16.33,
ROA(%),5.29,13.54,,,,8.31,8.95,
부채비율,231.78,181.14,59.98,,56.59,51.65,56.95,
자본유보율,791.60,"1,236.08","2,788.94",,"2,870.71","2,968.74","3,132.41",
EPS(원),786,"2,272","2,911",,412,494,831,
PER(배),,,18.04,,,21.31,18.45,
BPS(원),"4,458","6,680","14,445",,"14,854","15,344","16,162",
PBR(배),0.00,0.00,3.63,,2.83,2.53,2.26,
현금DPS(원),50,70,,,,,,
현금배당수익률,,,,,,,,
현금배당성향(%),6.36,3.08,0.00,,,,0.00,
발행주식수(보통주),"4,000,000","4,000,000","4,916,315",,"4,916,315","4,916,315","4,916,315",
