0,1,2,3,4,5,6,7,8
리드코프(금융),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"4,636","4,954","3,732",,"1,074","1,089","1,291",
영업이익,480,539,601,,162,171,149,
영업이익(발표기준),480,539,601,,162,171,149,
세전계속사업이익,435,532,604,,158,199,30,
당기순이익,320,406,459,,120,152,1,
당기순이익(지배),320,406,459,,120,153,2,
당기순이익(비지배),,,,,0,-1,-1,
자산총계,"11,407","10,367","10,967",,"11,692","12,455","12,742",
부채총계,"8,072","6,684","6,826",,"7,555","8,099","8,549",
자본총계,"3,334","3,683","4,141",,"4,136","4,356","4,193",
자본총계(지배),"3,334","3,683","4,103",,"4,092","4,312","4,151",
자본총계(비지배),,,38,,44,43,42,
자본금,138,138,138,,138,138,138,
영업활동현금흐름,22,"1,512",590,,-356,-117,-103,
투자활동현금흐름,-5,-83,-275,,-312,-338,-438,
재무활동현금흐름,79,"-1,447",-182,,650,496,381,
CAPEX,3,4,3,,258,2,1,
FCF,19,"1,508",587,,-614,-119,-104,
이자발생부채,476,519,424,,663,960,921,
영업이익률,10.34,10.88,16.10,,15.10,15.67,11.55,
순이익률,6.90,8.19,12.29,,11.17,13.98,0.10,
ROE(%),9.83,11.57,11.78,,11.90,12.45,9.86,
ROA(%),2.84,3.73,4.30,,4.26,4.48,3.45,
부채비율,242.09,181.50,164.83,,182.66,185.93,203.91,
자본유보율,"2,319.79","2,569.16","2,807.59",,"2,801.70","2,912.58","2,858.41",
EPS(원),"1,196","1,531","1,735",,454,579,9,
PER(배),4.41,4.64,4.03,,5.04,5.17,6.82,
BPS(원),"12,674","14,087","16,032",,"15,988","16,849","16,216",
PBR(배),0.42,0.50,0.44,,0.56,0.59,0.64,
현금DPS(원),150,150,800,,0,300,,
현금배당수익률,2.84,2.11,11.44,,,,,
현금배당성향(%),12.40,9.66,44.64,,0.00,50.13,0.00,
발행주식수(보통주),"26,749,230","26,446,135","26,446,135",,"26,446,135","26,446,135",,
