0,1,2,3,4,5,6,7,8
와이엠텍(IT),"2018/12
									
(IFRS별도)","2019/12
									
(IFRS별도)","2020/12
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)","2021/03
									
(IFRS별도)","2021/06
									
(IFRS별도)","2021/09
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)"
매출액,177,123,170,277,,73,76,
영업이익,53,10,45,73,,19,17,
영업이익(발표기준),53,10,45,,,19,17,
세전계속사업이익,56,16,44,73,,19,19,
당기순이익,44,15,39,60,,17,15,
당기순이익(지배),44,15,39,60,,17,15,
당기순이익(비지배),,,,,,,,
자산총계,218,238,283,,,332,512,
부채총계,23,20,27,,,46,45,
자본총계,195,218,256,,,286,466,
자본총계(지배),195,218,256,,,286,466,
자본총계(비지배),,,,,,,,
자본금,24,24,24,,,24,27,
영업활동현금흐름,58,13,40,,,,8,
투자활동현금흐름,-46,-14,-54,,,,-181,
재무활동현금흐름,4,,1,,,,165,
CAPEX,4,44,12,,,,7,
FCF,55,-31,28,,,0,2,
이자발생부채,0,0,0,,,0,0,
영업이익률,30.03,8.42,26.28,26.35,,26.32,22.23,
순이익률,24.91,12.19,22.69,21.66,,22.74,19.89,
ROE(%),26.68,7.26,16.30,,,,,
ROA(%),23.24,6.58,14.83,,,,,
부채비율,11.56,9.27,10.58,,,16.12,9.70,
자본유보율,689.73,796.31,957.54,,,"1,083.96","1,616.62",
EPS(원),936,316,814,"1,200",,346,305,
PER(배),,,,33.82,,,,
BPS(원),"4,112","4,599","5,361",,,"5,993","8,648",
PBR(배),0.00,0.00,0.00,,,0.00,4.65,
현금DPS(원),0,0,0,,0,0,0,
현금배당수익률,,,,,,,,
현금배당성향(%),0.00,0.00,0.00,,,0.00,0.00,
발행주식수(보통주),"4,745,000","4,745,000","4,775,000",,"4,775,000","4,775,000","5,393,000",
