0,1,2,3,4,5,6,7,8
현대공업(경기관련소비재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"1,586","1,667","2,098",,553,663,550,
영업이익,-6,34,126,,38,36,23,
영업이익(발표기준),-6,34,126,,38,36,23,
세전계속사업이익,18,56,150,,52,35,24,
당기순이익,10,41,111,,39,27,19,
당기순이익(지배),10,41,111,,39,27,19,
당기순이익(비지배),,,,,,,,
자산총계,"1,381","1,417","1,632",,"1,754","1,692","1,615",
부채총계,402,398,496,,596,504,404,
자본총계,979,"1,019","1,136",,"1,159","1,188","1,210",
자본총계(지배),979,"1,019","1,136",,"1,159","1,188","1,210",
자본총계(비지배),,,,,,,,
자본금,77,77,77,,77,77,77,
영업활동현금흐름,18,74,98,,138,-51,57,
투자활동현금흐름,42,-203,-15,,-26,-45,-75,
재무활동현금흐름,-4,-16,6,,-1,-22,0,
CAPEX,18,30,16,,7,19,27,
FCF,0,44,82,,131,-70,30,
이자발생부채,0,11,5,,4,2,1,
영업이익률,-0.36,2.01,6.03,,6.92,5.38,4.12,
순이익률,0.64,2.46,5.30,,7.03,4.04,3.43,
ROE(%),1.04,4.10,10.33,,12.41,12.35,10.41,
ROA(%),0.71,2.93,7.30,,8.62,8.67,7.58,
부채비율,41.06,39.10,43.61,,51.43,42.43,33.42,
자본유보율,"1,235.10","1,280.46","1,421.59",,"1,444.54","1,479.96","1,504.10",
EPS(원),66,267,726,,253,174,123,
PER(배),39.07,11.34,12.68,,10.96,10.30,9.66,
BPS(원),"6,496","6,762","7,446",,"7,594","7,787","7,955",
PBR(배),0.40,0.45,1.24,,1.28,1.19,0.95,
현금DPS(원),66,66,132,,,,,
현금배당수익률,2.55,2.18,1.43,,,,,
현금배당성향(%),97.92,24.27,18.10,,0.00,,0.00,
발행주식수(보통주),"15,340,000","15,340,000","15,340,000",,"15,340,000","15,340,000",,
