0,1,2,3,4,5,6,7,8
LX인터내셔널(산업재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"99,882","105,309","112,826","165,128","36,852","39,560","44,948","43,768"
영업이익,"1,657","1,348","1,598","6,509","1,133","1,258","2,096","2,021"
영업이익(발표기준),"1,657","1,348","1,598",,"1,133","1,258","2,096",
세전계속사업이익,"1,566",-753,"4,559","7,405","1,308","1,520","2,404","2,172"
당기순이익,-360,-149,"3,616","5,374",978,"1,110","1,782","1,515"
당기순이익(지배),-704,286,"2,976","3,814",611,762,"1,205","1,234"
당기순이익(비지배),344,-434,640,,367,347,577,
자산총계,"50,381","48,760","53,959","63,019","60,391","64,059","68,608","63,019"
부채총계,"34,885","33,274","36,376","39,751","41,737","44,271","46,398","39,751"
자본총계,"15,495","15,486","17,583","23,268","18,654","19,788","22,211","23,268"
자본총계(지배),"11,285","11,715","13,382","17,776","14,190","14,953","16,711","17,776"
자본총계(비지배),,"3,771","4,202",,"4,464","4,835","5,500",
자본금,"1,938","1,938","1,938","1,940","1,938","1,938","1,938","1,940"
영업활동현금흐름,308,"2,250","2,548","4,108",-514,"-1,107",-498,
투자활동현금흐름,-693,781,"2,658","-2,082",183,-130,-228,
재무활동현금흐름,-73,"-2,298","-2,376","-2,135",-148,"1,198","1,355",
CAPEX,"1,030",644,442,"1,022",190,156,168,
FCF,-723,"1,606","2,106","3,444",-703,"-1,263",-666,
이자발생부채,"14,307","14,620","13,845",,"14,086","15,929","17,767",
영업이익률,1.66,1.28,1.42,3.94,3.07,3.18,4.66,4.62
순이익률,-0.36,-0.14,3.21,3.26,2.65,2.81,3.96,3.46
ROE(%),-6.06,2.48,23.71,24.48,7.20,11.92,17.43,
ROA(%),-0.72,-0.30,7.04,9.19,3.32,4.71,6.64,
부채비율,225.13,214.86,206.88,170.84,223.74,223.73,208.90,170.84
자본유보율,506.35,515.19,664.66,,688.89,728.23,790.09,
EPS(원),"-1,815",737,"7,678","9,840","1,577","1,967","3,110","3,184"
PER(배),N/A,20.41,3.22,2.61,12.15,6.98,4.99,
BPS(원),"29,191","30,303","37,205","49,422","39,451","41,572","46,461","49,422"
PBR(배),0.53,0.50,0.66,0.52,0.81,0.75,0.74,0.52
현금DPS(원),250,300,400,"1,260",0,0,0,
현금배당수익률,1.63,1.99,1.62,4.91,,,,
현금배당성향(%),-13.74,40.59,4.83,12.80,0.00,0.00,0.00,
발행주식수(보통주),"38,760,000","38,760,000","38,760,000",,"38,760,000",,,
