0,1,2,3,4,5,6,7,8
넷게임즈(커뮤니케이션서비스),"2018/12
									
(IFRS별도)","2019/12
									
(IFRS별도)","2020/12
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)","2021/03
									
(IFRS별도)","2021/06
									
(IFRS별도)","2021/09
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)"
매출액,236,285,814,,193,120,105,
영업이익,-108,-171,255,,33,-28,-58,
영업이익(발표기준),-108,-171,255,,33,-28,-58,
세전계속사업이익,-103,-167,256,,32,-28,-54,
당기순이익,-126,-171,261,,30,-26,-62,
당기순이익(지배),-126,-171,261,,30,-26,-62,
당기순이익(비지배),,,,,,,,
자산총계,294,729,944,,"1,008",960,"1,106",
부채총계,107,348,280,,310,281,481,
자본총계,187,382,664,,699,679,626,
자본총계(지배),187,382,664,,699,679,626,
자본총계(비지배),,,,,,,,
자본금,120,144,144,,144,144,144,
영업활동현금흐름,-104,-114,227,,57,-10,126,
투자활동현금흐름,-98,-258,-113,,-28,-2,-42,
재무활동현금흐름,4,336,-13,,-3,-4,-4,
CAPEX,10,4,4,,4,2,2,
FCF,-114,-119,222,,54,-12,124,
이자발생부채,0,135,121,,150,146,142,
영업이익률,-45.67,-60.04,31.34,,16.98,-23.46,-55.12,
순이익률,-53.32,-59.91,32.06,,15.45,-21.70,-58.79,
ROE(%),-52.20,-60.09,49.93,,43.04,30.23,5.13,
ROA(%),-34.74,-33.36,31.19,,26.87,19.45,2.98,
부채비율,57.57,91.20,42.22,,44.33,41.40,76.83,
자본유보율,51.87,159.93,356.41,,376.90,367.30,329.19,
EPS(원),-530,-698,905,,103,-90,-214,
PER(배),N/A,N/A,10.80,,15.68,19.89,130.57,
BPS(원),791,"1,341","2,328",,"2,443","2,375","2,187",
PBR(배),9.23,5.61,4.20,,5.42,5.07,6.31,
현금DPS(원),0,0,0,,0,0,0,
현금배당수익률,0.00,0.00,0.00,,,,,
현금배당성향(%),0.00,0.00,0.00,,0.00,,,
발행주식수(보통주),"24,003,428","28,838,832","28,838,832",,"28,850,967","28,850,967","28,850,967",
