0,1,2,3,4,5,6,7,8
옵트론텍(IT),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"1,436","2,389","2,067","1,951",473,513,461,503
영업이익,135,173,43,21,5,-21,19,19
영업이익(발표기준),135,173,43,,5,-21,19,
세전계속사업이익,8,120,-113,89,50,-14,30,22
당기순이익,29,60,-78,66,41,-21,30,17
당기순이익(지배),35,100,-77,70,41,-22,30,20
당기순이익(비지배),-6,-40,-2,,0,0,0,
자산총계,"2,326","2,802","2,820","3,000","2,876","2,997","3,227","3,000"
부채총계,"1,410","1,826","1,854","1,970","1,879","1,931","2,107","1,970"
자본총계,916,976,966,"1,030",997,"1,066","1,120","1,030"
자본총계(지배),972,"1,072",971,"1,030",999,"1,067","1,121","1,030"
자본총계(비지배),,-96,-5,,-2,-1,-1,
자본금,113,113,118,120,118,121,122,120
영업활동현금흐름,205,62,107,230,-35,51,-2,
투자활동현금흐름,-251,-279,-232,-210,-23,-33,-51,
재무활동현금흐름,38,269,98,90,67,-38,70,
CAPEX,146,263,229,,14,28,61,
FCF,60,-200,-122,-80,-49,23,-63,
이자발생부채,"1,056","1,348","1,377",,"1,488","1,548","1,675",
영업이익률,9.41,7.26,2.09,1.08,1.06,-4.17,4.03,3.78
순이익률,2.01,2.52,-3.80,3.38,8.61,-4.17,6.50,3.38
ROE(%),3.67,9.79,-7.51,7.00,-5.15,-8.54,-8.80,
ROA(%),1.27,2.34,-2.79,2.27,-1.38,-2.73,-2.31,
부채비율,154.01,187.18,191.99,191.26,188.58,181.15,188.12,191.26
자본유보율,874.90,967.20,842.02,,873.71,895.77,923.14,
EPS(원),156,444,-316,282,165,-87,120,80
PER(배),28.15,16.68,N/A,27.32,N/A,N/A,N/A,
BPS(원),"4,479","4,938","4,062","4,153","4,197","4,483","4,710","4,153"
PBR(배),0.98,1.50,2.89,1.86,2.16,1.84,1.74,1.86
현금DPS(원),30,30,0,0,0,0,0,
현금배당수익률,0.68,0.41,0.00,0.00,,,,
현금배당성향(%),18.46,6.51,0.00,,,0.00,0.00,
발행주식수(보통주),"22,560,627","22,560,627","23,675,951",,"23,675,951","24,220,599","24,383,997",
