0,1,2,3,4,5,6,7,8
한국파마(건강관리),"2018/12
									
(IFRS별도)","2019/12
									
(IFRS별도)","2020/12
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)","2021/03
									
(IFRS별도)","2021/06
									
(IFRS별도)","2021/09
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)"
매출액,605,661,715,,179,201,193,
영업이익,57,72,46,,12,12,14,
영업이익(발표기준),57,72,46,,12,12,14,
세전계속사업이익,48,70,38,,11,11,11,
당기순이익,38,55,32,,9,26,15,
당기순이익(지배),38,55,32,,9,26,15,
당기순이익(비지배),,,,,,,,
자산총계,622,667,813,,798,820,803,
부채총계,400,401,348,,330,323,292,
자본총계,222,266,465,,468,496,511,
자본총계(지배),222,266,465,,468,496,511,
자본총계(비지배),,,,,,,,
자본금,44,44,55,,55,55,55,
영업활동현금흐름,49,75,-9,,15,20,14,
투자활동현금흐름,-19,-15,-47,,-49,-7,-61,
재무활동현금흐름,-1,-28,120,,-22,-18,-3,
CAPEX,17,13,20,,5,7,11,
FCF,32,62,-28,,9,14,3,
이자발생부채,188,171,140,,119,107,105,
영업이익률,9.40,10.94,6.44,,6.87,6.08,7.14,
순이익률,6.33,8.36,4.42,,4.91,12.92,7.63,
ROE(%),19.11,22.64,8.64,,,,11.31,
ROA(%),6.63,8.57,4.27,,,,6.71,
부채비율,179.80,150.95,74.87,,70.38,65.12,57.17,
자본유보율,316.81,401.00,689.70,,695.83,747.27,774.25,
EPS(원),444,629,323,,81,238,135,
PER(배),,,68.70,,,113.56,117.49,
BPS(원),"2,532","3,028","4,264",,"4,294","4,551","4,686",
PBR(배),0.00,0.00,5.21,,8.74,11.49,12.57,
현금DPS(원),50,50,50,,,,,
현금배당수익률,,,0.23,,,,,
현금배당성향(%),11.47,7.95,17.26,,,,0.00,
발행주식수(보통주),"8,785,411","8,785,411","10,906,701",,"10,906,701","10,906,701","10,906,701",
