0,1,2,3,4,5,6,7,8
내츄럴엔도텍(건강관리),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,89,66,132,,51,51,28,
영업이익,-136,-111,-3,,-4,5,-21,
영업이익(발표기준),-136,-111,-3,,-4,5,-21,
세전계속사업이익,-237,-160,-30,,-6,3,-18,
당기순이익,-232,-160,-30,,-6,3,-18,
당기순이익(지배),-195,-134,-17,,-2,5,-16,
당기순이익(비지배),-37,-26,-13,,-5,-2,-2,
자산총계,612,488,508,,541,548,530,
부채총계,247,283,350,,258,152,56,
자본총계,365,205,158,,283,396,473,
자본총계(지배),331,209,175,,285,393,472,
자본총계(비지배),34,-4,-17,,-2,3,1,
자본금,103,103,103,,121,138,155,
영업활동현금흐름,-82,-59,-25,,-16,2,-3,
투자활동현금흐름,95,12,20,,-3,4,-39,
재무활동현금흐름,-5,-6,36,,19,4,-1,
CAPEX,24,5,4,,0,0,8,
FCF,-106,-64,-29,,-17,2,-11,
이자발생부채,221,258,327,,226,123,28,
영업이익률,-152.18,-169.13,-2.38,,-7.18,10.69,-75.65,
순이익률,-260.27,-243.27,-22.63,,-12.12,5.08,-63.90,
ROE(%),-48.30,-49.68,-8.71,,-6.09,-1.28,-7.59,
ROA(%),-31.65,-29.12,-6.02,,-5.74,-3.66,-7.71,
부채비율,67.64,138.17,221.07,,90.98,38.29,11.92,
자본유보율,278.27,159.63,127.19,,184.10,227.98,242.45,
EPS(원),-954,-649,-81,,-8,19,-54,
PER(배),N/A,N/A,N/A,,N/A,N/A,N/A,
BPS(원),"1,617","1,019",856,,"1,184","1,434","1,530",
PBR(배),8.41,3.53,2.95,,2.13,1.76,4.72,
현금DPS(원),0,0,0,,0,0,0,
현금배당수익률,0.00,0.00,0.00,,,,,
현금배당성향(%),0.00,0.00,0.00,,0.00,0.00,0.00,
발행주식수(보통주),"20,665,822","20,665,822","20,665,822",,"24,230,176","27,573,528","31,029,196",
