0,1,2,3,4,5,6,7,8
에디슨EV(경기관련소비재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,219,171,136,,44,96,98,
영업이익,-7,-78,-74,,-9,4,0,
영업이익(발표기준),-7,-78,-74,,-9,4,0,
세전계속사업이익,12,-72,-87,,-7,-40,-12,
당기순이익,10,-60,-105,,-7,-40,-12,
당기순이익(지배),10,-60,-105,,-7,-40,-12,
당기순이익(비지배),,,,,,,,
자산총계,424,379,295,,296,411,822,
부채총계,102,117,124,,133,199,453,
자본총계,322,262,171,,163,212,369,
자본총계(지배),322,262,171,,163,212,369,
자본총계(비지배),,,,,,,,
자본금,27,27,28,,28,34,35,
영업활동현금흐름,-20,-86,-43,,-3,-38,-34,
투자활동현금흐름,15,-8,0,,-1,-3,-298,
재무활동현금흐름,17,50,18,,1,88,423,
CAPEX,5,7,6,,0,1,1,
FCF,-24,-93,-50,,-3,-39,-35,
이자발생부채,76,89,100,,100,100,388,
영업이익률,-3.05,-45.56,-54.00,,-20.08,4.09,-0.48,
순이익률,4.39,-35.10,-76.66,,-15.26,-41.22,-12.04,
ROE(%),2.97,-20.51,-48.29,,-47.96,-47.74,-33.22,
ROA(%),2.29,-14.92,-31.03,,-29.99,-27.07,-16.44,
부채비율,31.63,44.63,72.49,,81.16,93.98,122.81,
자본유보율,"1,194.62",968.55,596.44,,572.66,516.51,960.05,
EPS(원),44,-274,-468,,-30,-169,-43,
PER(배),41.02,N/A,N/A,,N/A,N/A,N/A,
BPS(원),"1,493","1,213",764,,729,780,"1,330",
PBR(배),1.22,1.51,2.41,,2.14,13.05,5.76,
현금DPS(원),5,0,0,,0,0,0,
현금배당수익률,0.27,0.00,0.00,,,,,
현금배당성향(%),11.23,0.00,0.00,,0.00,0.00,0.00,
발행주식수(보통주),"21,600,000","21,600,000","22,550,716",,"22,550,716","27,060,856","27,731,632",
