0,1,2,3,4,5,6,7,8
티에스이(IT),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"1,844","1,915","2,855","2,997",615,857,731,793
영업이익,148,207,427,558,119,205,109,126
영업이익(발표기준),148,207,427,,119,205,109,
세전계속사업이익,165,213,374,636,150,234,158,
당기순이익,128,160,294,463,109,163,120,
당기순이익(지배),126,162,271,479,107,167,119,85
당기순이익(비지배),2,-2,23,,2,-4,1,
자산총계,"2,295","2,636","3,011","3,367","3,148","3,376","3,491","3,367"
부채총계,513,688,762,697,809,871,870,697
자본총계,"1,782","1,948","2,249","2,670","2,339","2,505","2,622","2,670"
자본총계(지배),"1,487","1,644","1,951","2,348","2,039","2,192","2,308","2,348"
자본총계(비지배),,304,299,,300,313,314,
자본금,55,55,55,55,55,55,55,55
영업활동현금흐름,281,102,600,729,-67,255,163,
투자활동현금흐름,-307,-123,-601,-363,34,-177,-388,
재무활동현금흐름,40,67,74,-112,-41,108,11,
CAPEX,198,238,389,350,90,134,49,
FCF,83,-136,211,347,-157,121,115,
이자발생부채,217,306,331,,325,424,428,
영업이익률,8.04,10.79,14.96,18.62,19.26,23.91,14.90,15.89
순이익률,6.94,8.35,10.31,15.45,17.71,19.02,16.39,
ROE(%),8.91,10.33,15.10,22.29,14.74,15.75,16.85,
ROA(%),5.88,6.49,10.42,14.52,9.61,9.95,10.48,
부채비율,28.77,35.30,33.86,26.10,34.59,34.76,33.17,26.10
자본유보율,"2,760.93","3,015.78","3,466.67",,"3,613.03","3,938.46","4,153.03",
EPS(원),"1,137","1,462","2,453","4,330",968,"1,510","1,075",768
PER(배),5.74,9.44,25.56,16.14,21.81,20.10,20.64,
BPS(원),"14,557","16,094","18,376","22,057","19,208","20,592","21,680","22,057"
PBR(배),0.45,0.86,3.41,3.17,2.84,2.85,3.11,3.17
현금DPS(원),200,200,250,400,,,,
현금배당수익률,3.06,1.45,0.40,0.57,,,,
현금배당성향(%),16.24,12.63,9.78,9.24,0.00,,0.00,
발행주식수(보통주),"11,061,429","11,061,429","11,061,429",,"11,061,429","11,061,429",,
