0,1,2,3,4,5,6,7,8
클래시스(건강관리),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,475,811,765,"1,016",213,295,245,259
영업이익,175,417,406,534,109,161,133,129
영업이익(발표기준),175,417,406,,109,161,133,
세전계속사업이익,178,417,393,576,126,160,159,124
당기순이익,149,334,382,450,96,120,125,116
당기순이익(지배),149,334,382,450,96,120,125,104
당기순이익(비지배),,,,,,,,
자산총계,757,"1,137","1,375","1,901","1,488","1,590","1,737","1,901"
부채총계,246,257,138,246,193,175,196,246
자본총계,510,879,"1,238","1,655","1,295","1,415","1,541","1,655"
자본총계(지배),510,879,"1,238","1,655","1,295","1,415","1,541","1,655"
자본총계(비지배),,,,,,,,
자본금,62,64,65,61,65,65,65,61
영업활동현금흐름,160,390,381,460,77,147,67,
투자활동현금흐름,-203,-127,67,-201,-67,-151,-106,
재무활동현금흐름,-44,-25,-122,-34,-1,-40,1,
CAPEX,148,62,8,172,17,155,107,
FCF,12,328,373,282,60,-8,-39,
이자발생부채,154,99,4,,7,7,7,
영업이익률,36.81,51.41,53.11,52.53,51.10,54.45,54.48,49.81
순이익률,31.30,41.16,49.91,44.25,44.85,40.83,51.19,44.79
ROE(%),34.51,48.06,36.06,31.13,32.08,35.89,35.78,
ROA(%),21.41,35.27,30.39,27.46,26.52,30.94,31.84,
부채비율,48.26,29.28,11.13,14.86,14.90,12.38,12.72,14.86
자본유보율,720.58,"1,265.99","1,812.87",,"1,900.63","2,086.66","2,280.17",
EPS(원),242,534,590,696,148,186,194,161
PER(배),16.85,26.49,26.11,23.07,25.74,26.84,27.48,
BPS(원),824,"1,366","1,913","2,557","2,000","2,187","2,380","2,557"
PBR(배),4.96,10.36,8.05,6.28,7.22,8.28,8.44,6.28
현금DPS(원),14,46,60,60,0,0,0,
현금배당수익률,0.34,0.33,0.39,0.37,,,,
현금배당성향(%),5.84,8.87,10.17,8.63,0.00,0.00,0.00,
발행주식수(보통주),"61,973,077","64,364,380","64,709,168",,"64,716,864","64,716,864","64,716,864",
