0,1,2,3,4,5,6,7,8
대한화섬(소재),"2018/12
									
(IFRS별도)","2019/12
									
(IFRS별도)","2020/12
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)","2021/03
									
(IFRS별도)","2021/06
									
(IFRS별도)","2021/09
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)"
매출액,"1,077","1,142",869,,253,272,298,
영업이익,22,49,30,,12,24,3,
영업이익(발표기준),22,49,30,,12,24,3,
세전계속사업이익,517,204,235,,87,80,85,
당기순이익,442,225,162,,72,65,70,
당기순이익(지배),442,225,162,,72,65,70,
당기순이익(비지배),,,,,,,,
자산총계,"5,835","6,094","7,223",,"7,352","7,444","7,547",
부채총계,850,760,"1,151",,"1,213","1,240","1,274",
자본총계,"4,985","5,334","6,072",,"6,139","6,203","6,273",
자본총계(지배),"4,985","5,334","6,072",,"6,139","6,203","6,273",
자본총계(비지배),,,,,,,,
자본금,66,66,66,,66,66,66,
영업활동현금흐름,37,92,132,,-1,-6,-10,
투자활동현금흐름,62,60,115,,-2,60,-10,
재무활동현금흐름,-90,-155,140,,8,-3,3,
CAPEX,13,10,23,,2,20,10,
FCF,24,82,110,,-3,-26,-20,
이자발생부채,208,119,44,,53,56,61,
영업이익률,2.06,4.27,3.45,,4.78,8.72,1.06,
순이익률,41.10,19.71,18.65,,28.35,23.97,23.49,
ROE(%),9.15,4.37,2.84,,2.32,3.21,3.18,
ROA(%),7.75,3.78,2.43,,1.98,2.75,2.68,
부채비율,17.05,14.24,18.95,,19.76,19.99,20.31,
자본유보율,"6,051.64","6,382.75","6,841.83",,"6,942.79","7,039.73","7,144.99",
EPS(원),"33,318","16,958","12,201",,"5,395","4,915","5,263",
PER(배),3.17,5.28,8.36,,13.21,11.91,10.00,
BPS(원),"443,749","474,854","540,554",,"546,522","552,252","558,475",
PBR(배),0.24,0.19,0.19,,0.24,0.30,0.25,
현금DPS(원),750,410,410,,,,,
현금배당수익률,0.71,0.46,0.40,,,,,
현금배당성향(%),1.90,2.05,2.84,,,,0.00,
발행주식수(보통주),"1,328,000","1,328,000","1,328,000",,"1,328,000","1,328,000",,
