0,1,2,3,4,5,6,7,8
동방선기(산업재),"2018/12
									
(IFRS별도)","2019/12
									
(IFRS별도)","2020/12
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)","2021/03
									
(IFRS별도)","2021/06
									
(IFRS별도)","2021/09
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)"
매출액,171,236,216,,48,46,47,
영업이익,-28,-13,-14,,-3,-4,2,
영업이익(발표기준),-28,-13,-14,,-3,-4,2,
세전계속사업이익,-24,-10,-10,,-2,-2,3,
당기순이익,-24,-10,-9,,-2,-3,3,
당기순이익(지배),-24,-10,-9,,-2,-3,3,
당기순이익(비지배),,,,,,,,
자산총계,334,341,320,,322,316,330,
부채총계,45,56,43,,46,43,54,
자본총계,289,285,277,,276,273,276,
자본총계(지배),289,285,277,,276,273,276,
자본총계(비지배),,,,,,,,
자본금,68,68,68,,68,68,68,
영업활동현금흐름,0,-20,-11,,6,16,10,
투자활동현금흐름,-73,18,12,,0,-9,-10,
재무활동현금흐름,7,4,1,,0,0,0,
CAPEX,1,4,5,,0,1,,
FCF,-1,-24,-16,,6,15,10,
이자발생부채,0,2,1,,1,1,0,
영업이익률,-16.57,-5.31,-6.30,,-6.68,-9.44,4.97,
순이익률,-13.86,-4.15,-4.31,,-4.13,-5.56,6.33,
ROE(%),-7.97,-3.41,-3.30,,-2.16,-3.48,0.09,
ROA(%),-6.90,-2.90,-2.81,,-1.84,-2.98,0.08,
부채비율,15.73,19.60,15.50,,16.75,15.70,19.67,
자본유보율,333.93,321.50,309.71,,307.39,303.75,306.92,
EPS(원),-175,-72,-69,,-15,-19,22,
PER(배),N/A,N/A,N/A,,N/A,N/A,"1,740.10",
BPS(원),"2,176","2,108","2,049",,"2,037","2,019","2,035",
PBR(배),0.92,1.30,1.51,,0.88,1.55,1.63,
현금DPS(원),0,0,0,,0,0,,
현금배당수익률,0.00,0.00,0.00,,,,,
현금배당성향(%),0.00,0.00,0.00,,,,0.00,
발행주식수(보통주),"13,541,002","13,541,002","13,541,002",,"13,541,002","13,541,002","13,541,002",
